Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
13 Jan 2006,Learjet 24F,ZS-FUN,SOS Air Ambulance,0,Kinshasa-N'Djili Airport (FIH),"The medi-evacuation flight was flown from Lanseria Aerodrome to Ondangwa (fuel stop) and on to Kinshasha.  The pilot indicated that they were initially cleared for an ILS, VOR approach on RWY24, but noticed heavy rain in the threshold area of the runway. They requested a visual approach on RWY06 and it was granted. When the aircraft touched down it suddenly veered to the left of the runway and the left-hand landing gear collapsed. The aircraft skidded a distance over the runway surface and came to a halt on the left side of the runway.",,Landing,Ambulance,Ondangwa Airport (OND/FYOA),Kinshasa-N'Djili Airport (FIH/FZAA),,Kinshasa-N'Djili Airport (FIH) -Congo (Democratic Republic),RE,Runway Excursion,0.95,"The aircraft veered to the left of the runway and came to a halt on the left side of the runway after landing, which is indicative of a runway excursion."
15 Jan 2006,Cessna S550 Citation S/II,N460M,Security Aviation Inc.,0,"Anchorage-Ted Stevens International Airport, AK (ANC)","A Cessna 550 Citation S/II airplane, N460M, sustained substantial damage when it was struck by a snowplow vehicle as the airplane was taxiing from landing at the Anchorage-Ted Stevens International Airport, Alaska, USA.The airplane crew were taxiing onto the operator's hangar ramp after landing. The airplane was being directed by company ground personnel utilizing marshalling wands. A private snowplow vehicle was clearing an adjacent ramp area to the south of the operator's hangar apron. While maneuvering the plow truck, the driver began backing up and collided with the left wingtip of the accident airplane. The airplane received structural damage to the left wing and left aileron.PROBABLE CAUSE: ""A failure of the driver of a snowplow vehicle to maintain adequate visual lookout while maneuvering on an airport hangar ramp, which resulted in a collision with the accident airplane as it was being marshaled into parking.""",,Taxi,Ambulance,"Fairbanks International Airport, AK (FAI/PAFA)","Anchorage-Ted Stevens International Airport, AK (ANC/PANC)",,"Anchorage-Ted Stevens International Airport, AK (ANC) -United States of America",GCOL,Ground Collision,0.95,"The report describes a collision between an aircraft and a snowplow vehicle while the aircraft was taxiing on the ground, which fits the definition of a ground collision."
16 Jan 2006,Boeing 737-524,N32626,Continental Airlines,0+1,El Paso International Airport (ELP),"The flight crew of the Boeing 737-524 discovered a puddle of fluid on the tarmac under the number 2 (right) engine during the prefight inspection of a scheduled passenger airline flight.   Airline station personnel had received authorization to call contract maintenance to investigate the oil leak from one of the airline's senior maintenance controllers.  As a result, three mechanics from a fixed base operator (FBO) at the airport were called by the airline station personnel.  The FBO had previously entered into an agreement with the airline to provide contract maintenance at the airport.All of the airline's maintenance manuals were maintained at the airline's headquarters maintenance control base.  According to the airline's procedures, extracts of those manuals with specific procedures were required to be transmitted prior to the contractor performing maintenance, and only after authorization by the airline's maintenance control.After becoming concerned about the delay in hearing back regarding the investigation into the engine leak, a senior maintenance controller for the airline attempted to contact airline station personnel, and the FBO, several times to determine what instructions and authorizations would be needed.  The investigation revealed that the FBO did not make contact with the airline to obtain the requested maintenance approval and required documentation to work on the engine.Meanwhile, both sides of the engine fan cowl panels were opened by the mechanics to conduct the engine inspection and check for leaks.  The mechanics made a request to the captain (via ground-to-cockpit intercom system) for an engine run to check for the leak source.  One mechanic positioned himself on the inboard side of the right engine and the other mechanic on the outboard side of the engine.  The third mechanic was positioned clear of the engine because he was assigned to observe the procedure as part of his on-the-job training.The engine was started and stabilized at idle RPM for approximately 3 minutes while the initial leak check was performed by the two journeymen mechanics that were working around the engine.  One of these two mechanics then called the captain on the ground intercom system and reported that a small oil leak was detected, and he requested that the captain run the engine at 70 percent power for 2 minutes to conduct further checks.  The captain complied with the request, after verifying with the mechanic that the area around the airplane was clear.Witnesses on the ground and in the airplane stated that they saw the mechanic on the outboard side of the engine stand up, step into the inlet hazard zone, and become ingested into the intake of the engine.  This occurred about 90 seconds into the 70-percent-power engine run.  The mechanic was not wearing any type of safety equipment or lanyard to prevent the ingestion.  Upon sensing a buffet, the captain immediately retarded the power lever back to the idle position.  The first officer stated to the captain that something went into the engine and the captain immediately cut off the start lever to stop the engine run.The mechanic who was fatally injured was hired by the FBO in November 1997, and had been a certified mechanic for 40 years.   He received maintenance training from the airline regarding on-call maintenance procedures in March 2004, nearly two years prior to the accident.  The airline provided training to contract maintenance stations in the form of classroom instruction, interactive computer based scenarios, and training videos.  Specific training (either initial or recurrent) regarding ground engine runs and associated hazards was not provided to the contract mechanics by the airline.According to the surviving contract mechanic that worked around the engine with the fatally injured mechanic, maintenance instructions were not needed for the engine run because engine oil leaks were a common occurrence, and because of his past experience as a mechanic.Under the section entitled ""Engine Run Rules - General"" iProbable Cause: the mechanic's failure to maintain proper clearance with the engine intake during a jet engine run, and the failure of contract maintenance personnel to follow written procedures and directives contained in the airline's general maintenance manual.  Factors contributing to the accident were the insufficient training provided to the contract mechanics by the airline, and the failure of the airport to disseminate a policy prohibiting ground engine runs above idle power in the terminal area.",,Standing,Passenger - Scheduled,"El Paso International Airport, TX (ELP/KELP)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",,El Paso International Airport (ELP) -United States of America,RAMP,Ground Handling,0.95,"The incident occurred during ground handling operations involving maintenance personnel working on the aircraft while it was on the tarmac. The fatal injury to the mechanic was a result of improper procedures and insufficient training during an engine run, which falls under ground handling occurrences."
19 Jan 2006,Antonov An-24V,5605,Slovak Air Force,42,near Hejce,"The Antonov was flying peacekeepers home who were returning from the NATO mission in Kosovo. The aircraft crashed 700 meters (2,300 ft) up in the snowy, forested, Borso Hill, some 20 km (12 miles) from the Kosice. Reportedly the pilot descended prematurely over dark terrain towards the lights of Kosice.Weather at Kosice at the time of the accident (ca 19:30Z) was reported as:LZKZ 191930Z 03010KT CAVOK M06/M12 Q1023 NOSIG= [wind 030 degrees at 10 kts, no cloud below 5000ft, >10 km visibility, no significant weather (CAVOK), temperature -6C dewpoint -12C, QNH 1023hPa, no significant weather]A Commission of inquiry concluded that the probable cause was the ""loss of situational and vertical orientation and non-compliance with the safety altitude."" During the transition from instrument to visual approach to the airport of Kosice, the pilots apparently did not set the radio altimeter. They ""probably underestimated the height of the terrain below the aircraft and its immediate vicinity.""",,En route,Military,Pristina Airport (PRN/LYPR),Koice-Barca Airport (KSC/LZKZ),,near Hejce -Hungary,CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain without indication of loss of control, attributed to loss of situational and vertical orientation and non-compliance with the safety altitude."
21 Jan 2006,Beechcraft 1900C-1,3D-BEE,Kaya Airlines,0,On Runway 06L (Left) at Lanseria International Aerodrome,"On 21 January 2006 at 0947Z, a Swaziland-registered aircraft departed Maputo International Aerodrome in Mozambique on a Mercy/Medical flight to Lanseria International Aerodrome in South Africa. On board the aircraft were two Mozambican pilots, accompanied by two paramedics, an elderly male patient with a fractured hip secured to a stretcher and the patient's wife. The pilot-in-command who was also the pilot flying stated that after an uneventful flight, he executed a normal landing on Runway 06L at Lanseria International Aerodrome. He then selected reverse thrust on both engines but during the landing roll, the pilot not flying notified him that the left-hand main landing gear, down and locked light went out and the red landing gear unsafe warning light had illuminated. Shortly thereafter the left-hand wing started to drop and whilst the pilot attempted to maintain directional control, he requested the non flying pilot to shut down the engines. The aircraft veered off the runway onto the grass area next to the runway before coming to rest on the grass area. The pilots, passenger, paramedics and patient sustained no injuries during the accident however the aircraft sustained damage to the left-hand main landing gear, left-hand engine, left-hand propeller, left-hand landing gear doors and left-hand outboard and inboard flaps. The last Phase Inspection prior to the accident was certified on 27 March 2005 at 21152 airframe hours. At the time of the accident the aircraft had accumulated a further 186 airframe hours since the last phase inspection was certified. Probable Cause The left-hand undercarriage support arm draglink upper attachment bolt failed during the landing and the pilot was unable to maintain directional control of the aircraft. The aircraft veered off the runway to the left.",,Landing,Ambulance,Maputo International Aerodrome (FQMA) in Mozambique.,Lanseria International Aerodrome (FALA) in South Africa.,,On Runway 06L (Left) at Lanseria International Aerodrome -South Africa,RE,Runway Excursion,0.95,"The aircraft veered off the runway onto the grass area next to the runway during the landing roll, which is consistent with the definition of a runway excursion."
21 Jan 2006,Cessna 208B Grand Caravan,C-GRXZ,Sonicblue Airways,3,"20 km SSE of Port Alberni, BC","En route from Tofino to Vancouver, the pilot issued a mayday and wanted to divert to Port Alberni Airport, BC (YPB). The aircraft did not make it and crashed in the woods, some 10 km from the airport.CONCLUSIONSFINDINGS AS TO CAUSES AND CONTRIBUTING FACTORS:1. The engine lost power when a compressor turbine blade failed as a result of the overstress extension of a fatigue-generated crack. The fracture initiated at a metallurgical anomaly in the parent blade material and progressed, eventually resulting in blade failure due to overstress rupture.2. The combination of aircraft position at the time of the engine failure, the lack of equipment enabling the pilot to locate and identify high terrain, and the resultant manoeuvring required to avoid entering instrument flight conditions likely prevented the pilot from attempting to glide to the nearest airfield.FINDINGS AS TO RISK:1. Single-engine instrument flight rules (SEIFR) operations in designated mountainous regions have unique obstacle risks in the event of an engine failure. Canadian equipment requirements for such operations do not currently include independent terrain mapping, such as terrain awareness and warning systems (TAWS).2. Airline operators are not currently required to conduct any additional route evaluation or structuring to ensure that the risk of an off-field landing is minimized during SEIFR operations.3. Pilots involved in commercial SEIFR operations do not receive training in how to conduct a forced landing under instrument flight conditions; such training would likely improve a pilot's ability to respond to an engine failure when operating in instrument meteorological conditions (IMC).4. Mean time between failure (MTBF) calculations do not take into account In Flight Shut Downs (IFSDs) not directly attributable to the engine itself; it may be more appropriate to monitor all IFSD events.5. The design of the Cessna 208B Caravan fuel shutoff valves increases the risk that the valves will open on impact, allowing fuel spillage and increasing the potential for fire.",,En route,Passenger - Scheduled,"Tofino Airport, BC (YAZ/CYAZ)","Vancouver International Airport, BC (YVR/CYVR)",,"20 km SSE of Port Alberni, BC -Canada",SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report details an engine failure due to a compressor turbine blade failure, which is a powerplant system/component malfunction."
22 Jan 2006,Boeing 767-381,JA8669,All Nippon Airways - ANA,0,18 km N of Matsuyama,"At an altitude of 2 600 ft, the aircraft encountered turbulence and one of the cabin crew was seriously injured.PROBABLE CAUSEIt is estimated that the causal chain of this accident consisted of an encounter with local turbulence by the aircraft while the aircraft was making a turn during its descent phase and a consequent large shake of the aircraft, which caused the cabin attendants who were then working in the aircraftâs aft galley to fall down and suffer injuries.",,En route,Passenger - Scheduled,Tokyo-Haneda Airport (HND/RJTT),Matsuyama Airport (MYJ/RJOM),,18 km N of Matsuyama -Japan,TURB,Turbulence Encounter,0.95,"The report describes an incident where the aircraft encountered turbulence during its descent phase, resulting in serious injury to a cabin crew member. This fits the definition of a turbulence encounter."
24 Jan 2006,Antonov An-12A,9Q-CER,Aerolift,0,Mbuji-Mayi Airport (MJM),"The aircraft landed hard, causing both wings to break. The aircraft came to rest on the left hand side of the runway with both wings hanging down. A small fire erupted in the back of the plane. The Antonov was reportedly carrying fuel.Mbuji Mayi has a single asphalt runway (17/35), 1999 m (6558 feet) long.",,Landing,Cargo,Goma Airport (GOM/FZNA),Mbuji-Mayi Airport (MJM/FZWA),,Mbuji-Mayi Airport (MJM) -Congo (Democratic Republic),ARC,Abnormal Runway Contact,0.95,"The report describes a hard landing that caused significant damage to the aircraft, including both wings breaking and a small fire. This fits the description of abnormal runway or landing surface contact."
24 Jan 2006,Cessna 560 Citation V,N86CE,Goship Air,4,"Carlsbad-McClellan-Palomar Airport, CA (CLD)","Citation N86CE departed Sun Valley (SUN) at 05:50 MST on a flight to Carlsbad (CLD). The airplane climbed to its assigned cruising altitude of FL380, which was reached at about 06:06 MST. The descend for Carlsbad was started an hour later, at 06:06 PST. Air traffic control cleared the flightcrew for the ILS approach to runway 24, which was 4,897 feet long. The flightcrew then reported that they had the runway in sight, cancelled their IFR clearance, and executed a VFR approach in VFR conditions to the airport. The reported winds favoured a landing toward the east, onto the opposite runway (runway 6). During the approach, after a query from the first officer, the captain indicated to the first officer that he was going to ""...land to the east,"" consistent with the reported winds. However, the final approach and subsequent landing were made to runway 24, which produced a six-knot tailwind. During the approach sequence the captain maintained an airspeed that was approximately 30 knots higher than the correct airspeed for the aircraft's weight, resulting in the aircraft touching down about 1,500 feet further down the runway than normal, and much faster than normal. The captain then delayed the initiation of a go-around until the first officer asked if they were going around. Although the aircraft lifted off the runway surface prior to departing the paved overrun during the delayed go-around it impacted a localizer antenna platform, whose highest non-frangible structure was located approximately 304 feet past the end of the runway, and approximately two feet lower than the terrain at the departure end of the runway. The aircraft continued airborne as it flew over downsloping terrain for about 400 more feet before colliding with the terrain and a commercial storage building that was located at an elevation approximately 80 feet lower than the terrain at the end of the runway. The localizer antenna platform was located outside of the designated runway safety area, and met all applicable FAA siting requirements.PROBABLE CAUSE: ""The captain's delayed decision to execute a balked landing (go-around) during the landing roll. Factors contributing to the accident include the captain's improper decision to land with a tailwind, his excessive airspeed on final approach, and his failure to attain a proper touchdown point during landing.""",,Landing,Private,"Hailey-Friedman Memorial Airport, ID (SUN/KSUN)","Carlsbad-McClellan-Palomar Airport, CA (CLD/KCRQ)",,"Carlsbad-McClellan-Palomar Airport, CA (CLD) -United States of America",RE,Runway Excursion,0.95,"The aircraft departed the end of the runway surface during landing, which aligns with the definition of a runway excursion. The narrative describes the aircraft touching down further down the runway than normal and impacting a localizer antenna platform after attempting a delayed go-around."
25 Jan 2006,Cessna 208B Grand Caravan,VH-WZJ,Aero-Tropics Air Services,0,"Caloundra Airport, QLD (CUD)","The pilot was reportedly distracted by another aircraft in the corner of his eye when landing and overshot the runway by about 250 m. It ran through a fence, sustaining about AUS$40,000 worth of damage. The pilot had been undertaking a test flight before he was due to fly the plane to its new owners, LIP-Air (dba Aero-Tropics), in Cairns that afternoon. The aircraft was registered in Australia on January 20, 2006.Caloundra has a single 800 m (2608 feet) runway.",,Landing,Test,"Caloundra Airport, QLD (CUD/YCDR)","Caloundra Airport, QLD (CUD/YCDR)",,"Caloundra Airport, QLD (CUD) -Australia",USOS,Undershoot/Overshoot,0.95,"The report describes an incident where the aircraft overshot the runway during landing, which aligns with the definition of the 'Undershoot/Overshoot' category."
xx Jan 2006,British Aerospace 3102 Jetstream 31,HH-DPL,Caribintair,0,Cap Haitien Airport (CAP),"A BAe Jetstream 31, HH-DPL, sustained substantial damage in a runway overrun accident at Cap Haitien Airport (CAP), Haiti.The propeller blades were damaged and shrapnel from the no. 1 prop punctured the fuselage on the left hand side.The airplane was withdrawn from use and parked at Cap Haitien being used for spares.",,Landing,Unknown,,Cap Haitien Airport (CAP/MTCH),,Cap Haitien Airport (CAP) -Haiti,RE,Runway Excursion,0.95,The report describes an incident where the aircraft sustained damage due to a runway overrun during the landing phase.
1 Feb 2006,Cessna 500 Citation I,N814ER,Flite Services,0,"Burnsville-Mountain Air Airport, NC","The Cessna Citation departed Asheville (AVL) at 11:30 on a 15-minute flight to Burnsville, NC. At Burnsville performed a ""touch-and-go."" Following the touch-and-go, at about 11:45, and upon raising the landing gear, they got an ""unsafe gear"" light. The crew cycled the gear back down and got a ""three green"" normal indication. They cycled the gear back up and again got the ""gear unsafe"" light. They cycled the gear three more times with the same results. The crew decided to return to Asheville, and upon extending the gear for a visual landing at Asheville, the right main landing gear green light did not illuminate. The crew stated that they performed all of the checklist procedures and asked the control tower personnel to visually look to see if the gear was down and that tower personnel reported that it was. The crew asked the tower personnel if the landing light was on, and tower personnel replied that is was not. According to the flight crew, they went through the emergency procedures again, but they had no luck in getting the landing gear to lock down. They said that there was no landing light and that they got the gear horn with the gear down and full flaps with the throttles at idle. The crew stated they were sure that the gear was out of the uplocks but not down and locked. The crew stated that, after talking with maintenance personnel on the ground at Asheville, they decided to divert to Greensboro/High Point-Piedmont Triad International Airport, NC (GSO), where there were better facilities to handle the situation. One of the passengers had noticed that after the crew had recycled the gear the last time, a panel on the right wing was pushed up. The flight continued to Greensboro, at 150 knots with the gear down. Greensboro tower personnel cleared the flight for a visual approach. According to the crew, the landing was normal for the first 2,000 feet of roll out, then the right main landing gear collapsed. The crew said that, when the gear collapsed, they shut down both engines and the airplane veered off the right side of the runway into the grass. Both crewmembers and passengers exited the airplane through the main door with no injuries.PROBABLE CAUSE: ""The pilot's misjudged distance/altitude that led to an undershoot and the pilot's failure to attain the proper touchdown point.""",,Landing,Executive,"Asheville Municipal Airport, NC (AVL/KAVL)","Burnsville-Mountain Air Airport, NC",,"Burnsville-Mountain Air Airport, NC -United States of America",SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.9,"The report describes a malfunction of the landing gear system, which is a non-powerplant component of the aircraft. The crew experienced repeated issues with the landing gear not locking down properly, leading to the eventual collapse of the right main landing gear during landing."
