Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
14 Jan 2000,Hawker Siddeley HS-748-285 Srs. 2A,HC-BEY,TAME Ecuador,0,Guayaquil-Simon Bolivar Airport (GYE),"A Hawker Siddeley HS-748 transport plane sustained substantial damage in a ground accident at Guayaquil-Simon Bolivar Airport (GYE), Ecuador.The airplane began to taxy from its position on the platform when it struck an ground power unit with its no. 1 engine. Propeller blades were damaged and shrapnel penetrated the fuselage of the airplane.PROBABLE CAUSE: ""The pilot's haste and distraction by starting to taxi on the platform.""",,Taxi,Military,Guayaquil-Simon Bolivar Airport (GYE/SEGU),,,Guayaquil-Simon Bolivar Airport (GYE) -Ecuador,RAMP,Ground Handling,0.95,"The occurrence involved a collision with a ground power unit during taxiing, which falls under ground handling operations."
14 Jan 2000,Lockheed C-130B Hercules,TAM60,Fuerza Aérea Boliviana,5,Chimore Airport,"Departed the left side of runway 35, about 600 meters from the approach end, impacted a ditch and came to rest in a forested area off the left side of the runway.",,Take off,Military,Chimore Airport (SLCH),Trinidad Airport (TDD/SLTR),,Chimore Airport -Bolivia,RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during the takeoff phase and came to rest off the runway surface, which aligns with the definition of a runway excursion."
15 Jan 2000,Let L-410UVP-E,YS-09-C,Taxi Aéreo Centroamericano - TACSA,5,San José,"The airplane was ferried from the international airport of San JosÃ© to San JosÃ©-Tobias Bolanos International Airport to fly tourists to Tortuguero National Park. It arrived at Tobias Bolanos as 12:53. The airplane was prepared quickly for the onward flight. The bags were loaded without weighing them and the passengerswere not briefed about the emergency procedures. The flight quickly taxied to runway 09 for departure without permission from the air traffic controller to do so. At 13:04 ATC cleared the flight for takeoff. Because the pilots did not use the check list for departure, they forgot to lower the flaps for take off. The aircraft could not maintain height after takeoff and crashed into a home in San Jose's Rohrmoser neighborhood, injuring a housekeeper.CAUSA PROBABLE:""Posible pÃ©rdida de control longitudinal de la aeronave en vuelo, al no alcanzar la velocidad mÃ­nima de sustentaciÃ³n, debido a la configuraciÃ³n de despegue con los flaps del aviÃ³n en cero, inadecuada para el largo de pista y la distribuciÃ³n del peso que afectÃ³ la posiciÃ³n de su centro de gravedad excediendo su lÃ­mite trasero.""FACTORES CONTRIBUYENTES:1. La tripulaciÃ³n no utilizÃ³ las listas de chequeo antes de despegar.2. El sobrepeso de la aeronave en el momento del despegue.3. La alta altitud de densidad.4. La falta de supervisiÃ³n del despacho del vuelo por parte del operador. (Ausencia de procedimientos)5. La presiÃ³n autoinducida de la tripulaciÃ³n para una operaciÃ³n expedita.",,En route,Passenger - Non-Scheduled/charter/Air Taxi,San JosÃ©-Tobias Bolanos International Airport (SYQ/MRPV),Tortuquero Airport (TTQ/MRAO),,San JosÃ© -Costa Rica,LOC-I,Loss of Control - In Flight,0.9,"The aircraft lost control in flight due to improper takeoff configuration (flaps not lowered) and inability to maintain height, leading to a crash. This fits the definition of loss of control while in flight."
17 Jan 2000,Airbus A330-322,D-....,LTU,0,Punta Cana International Airport (PUJ/MDPC),,,Take off,Passenger,Punta Cana International Airport (PUJ/MDPC),,,Punta Cana International Airport (PUJ/MDPC)  -Dominican Republic,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
17 Jan 2000,Fokker 50,SE-LFB,SAS Scandinavian Commuter,0,over Bohuslän,"Before the flight the commander informed the crew that they could expect turbulence and a flight time shorter than normal, due to strong northely winds. The aircraft had a full load of passengers which meant that there would be little time for the cabin crew to carry out full service program on the shorter than normal flight.After departure the seat belt sign remained on for approximately five minutes due to turbulence in the climb-out. Ten minutes before landing, when the commander turned on the ""fasten seat belt sign"", two cabin attendants were standing in the aft galley stowing their service carts. One cabin attendant was leaning slightly forward to lock a cart in place when the aircraft was through about in the turbulence. She flew up in the air and landed on the floor on her back with the right leg under her. She received help during the remainder of the flight and was then brought to hospital.  After examination in the hospital it was determined that she had suffered three fractures in her right ankle.ConclusionTurbulence was experienced during the flight. The sudden severe shaking that was felt caused the C/A to lose her balance and fall, breaking her ankle. Contributing to the accident onboard was the fact that the short flight time provided little opportunity for the cabin attendants to complete the normal service program for a fully seated flight and then be seated with their seat belts fastened in good time prior to the landing. SHK considers that the need for serving a complete service program on short flights in turbulent weather can be questioned from a safety point of view.",,En route,Passenger - Scheduled,GÃ¶teborg Landvetter Airport (GOT),Oslo,,over BohuslÃ¤n -Sweden,TURB,Turbulence Encounter,0.95,The report describes an incident where turbulence caused a cabin attendant to lose balance and suffer injuries. The primary factor leading to the occurrence was the turbulence experienced during the flight.
19 Jan 2000,Cessna 208B Super Cargomaster,N9457B,Planemasters,0,"Warsaw, IN","According to the pilot's written statement, he taxied the airplane to the approach-end of runway 27 and announced on the UNICOM frequency his intentions of taking-off runway 27.  The pilot reported that, shortly after takeoff, he '...noticed a plow truck coming south, and started to abort and realized I couldn't and tried [to] keep flying, but couldn't, and put it [the airplane] down turning to miss any objects...'.  The aircraft impacted the perimeter fence of the airport and came to rest on a railroad track embankment.  The pilot did not report any anomalies with the airplane or its engine.  The pilot stated that he did not hear any advisories from the plow truck on the UNICOM frequency. According to the snow-plow operator's written statement, he was removing snow from the taxiway for runway 18-36 which was approximately 100 feet north of runway 09-27 at the time of the accident.  The snowplow operator stated that runway 27 had been cleared of snow earlier in the evening, but had accumulated approximately .25-inches of snow at the time of the accident.Probable Cause: the misjudged unsafe/hazardous condition by the pilot.  Factors to the accident were the precautionary landing being performed by the pilot and the snow covered runway.  Additional factors were the dark night, the snowing weather condition, the airport perimeter fence, and the railroad track.",,Unknown,Unknown,(KASW),"JEFFERSONVILLE , IN (KJVY)",,"Warsaw, IN -United States of America",RI-VAP,"Runway Incursion - Vehicle, Aircraft or Person",0.9,"The report describes an incident where the aircraft had to abort takeoff due to the presence of a snow plow truck on or near the runway, which constitutes a runway incursion involving a vehicle."
20 Jan 2000,Airbus A320-231,G-VCED,Airtours International,0,London-Gatwick Airport (LGW),"As the aircraft rotated for take off, both fan cowl doors detached from the no 1 engine and struck the aircraft. The doors were destroyed and localised damage resulted to the No 1 engine and its pylon, the left wing, the left flaps and slats, the fuselage and the fin. The evidence indicated that the doors had probably remained unlatched, after having been closed following maintenance prior to the accident flight and had been torn off their pylon attachment hinges by aerodynamic forces as the aircraft rotated.At 08:09 hours, low visibility procedures came into force at Gatwick due to a reducing Runway Visual Range (RVR). The commander decided to divert the flight to London Stansted Airport. The aircraft landed at Stansted at 08:36 hours without further incident.Three walk-round inspections had been conducted after the doors had been closed.",,Take off,Passenger - Non-Scheduled/charter/Air Taxi,London-Gatwick Airport (LGW/EGKK),Almeria Airport (LEI/LEAM),,London-Gatwick Airport (LGW) -United Kingdom,SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,"The incident involved the detachment of fan cowl doors from the engine, which is a failure of an aircraft component other than the powerplant. The evidence suggests that the doors were not properly latched after maintenance, leading to their detachment during takeoff."
27 Jan 2000,Mitsubishi Mu-300 Diamond IA,N900WJ,Matrix Aviation,0,"Dallas-Love Field, TX (DAL)","The flight departed Austin at 09:40 on an IFR flight to Dallas. During the descent and vectors for the approach to runway 31R at Love Field, the airplane began to accumulate moderate clear ice, and a master warning light illumination in the cockpit indicated that the horizontal stabilizer heat had failed. The crew continued the approach to get the airplane out of the icing conditions and on the ground as soon as possible. Considering the possibility of additional ice accumulation on the horizontal stabilizer, the crew, per the flight manual abnormal procedures checklist, configured the airplane for a touchdown speed of 120 knots in lieu of 108 knots, and a flap extension of 10 degrees in lieu of 30 degrees. The aircraft touched down approximately 1,500 feet down the runway and the captain began applying the brakes. The captain reported that the aircraft did not have any braking action for approximately 3,000 feet and the anti-skid was not pulsing. With about 1,500 feet of runway remaining, it looked to the captain like there would not be enough available runway to stop the aircraft. Beyond the departure end of the runway, there was a steep down hill embankment and support poles for the approach lights for runway 13L. The captain forced the aircraft to depart the right side of the runway to avoid the poles. After the aircraft started down the embankment, the nose gear collapsed and the airplane came to rest.The wreckage was sold to Dodson International Parts and was last seen at their Rantoul, KS scrapyard in September 2005.PROBABLE CAUSE: ""The diminished effectiveness of the anti-skid brake system due to the slush contaminated runway. Factors were the freezing rain encountered during the approach, coupled with a failure of the horizontal stabilizer heat.""",,Landing,Executive,"Austin-Bergstrom International Airport, TX (AUS/KAUS)","Dallas-Love Field, TX (DAL/KDAL)",,"Dallas-Love Field, TX (DAL) -United States of America",RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during landing due to diminished braking effectiveness and anti-skid system issues, which aligns with the definition of a runway excursion."
28 Jan 2000,Fairchild SA227-AT Expediter,N245DH,Ameriflight,0,"FAYETTEVILLE, Arkansas","On departure for the night air taxi cargo flight, the flight crew experienced a problem with the crew intercom system. The crew initiated their descent at a 'later than normal distance' from the airport, and as a result, a power reduction below 25 percent torque was required, which set off the gear warning horn.  The sound 'eventually became part of the background noise.'  During the approach, the captain asked the tower to dim the runway lights.  At that time, the runway and approach lights went out and the crew lost sight of the runway.  While the captain was asking the tower to turn the lights back on, the first officer called 'gear down, syncs off, speeds high, below the line check list.'  The captain did not hear the first officer's callout and did not lower the landing gear.  The captain stated that he did not hear the first officer's callout 'either because of the conversation [he] was having with the tower or because of the intercom system difficulties.'  As the approach continued, the first officer had a problem slowing the airplane to proper approach speed.  The airplane touched down on the runway with the landing gear retracted, 'slid' about 2,500 feet and exited the left side of the runway.Probable Cause: The flight crew's failure to extend the landing gear.  Contributing factors were the flight crew's non-compliance with the checklist, the pilot-in-command's diverted attention as a result of the loss of instrument approach/runway lighting, the partial failure of the instrument approach/runway lighting system, and the partial failure of the intercom system.",,Unknown,Unknown,"TULSA          , OK (KTUL)",(KFYV),,"FAYETTEVILLE, Arkansas -United States of America",ARC,Abnormal Runway Contact,0.9,"The report describes an incident where the aircraft touched down on the runway with the landing gear retracted, resulting in the aircraft sliding on the runway. This fits the description of abnormal runway or landing surface contact, including gear-up landings."
30 Jan 2000,Airbus A310-304,5Y-BEN,Kenya Airways,169,"2,8 km S off Abidjan-Felix Houphouet Boigny Airport (ABJ)","Kenya Airways flight 431, an Airbus A310, crashed into the sea after takeoff from Abidjan Airport, Ivory Coast, killing 169 occupants; 10 survived the accident.Flight KQ430 departed from Nairobi for a flight to Lagos and Abidjan. Due to the harmattan, a dusty seasonal wind from the deserts of north Africa, the flight continued directly to Abidjan. The aircraft, named ""Harambee Star"", landed there at 15:15 local time.The Airbus was prepared for the return flight, KQ431, to Lagos and Nairobi that evening. Shortly after 21:00 the crew received clearance to taxy to runway 21 for departure. The trim was set at 0.9 nose up, slats and flaps at 15 degrees. The airplane began to taxi at 21:07, the tower controller informed the crew of the latest wind, cleared them to take off and asked the crew the call back when they reached flight level 40. At 21:08:18, the captain, who was pilot non flying, applied takeoff power and announced ""thrust, SRS, and runway"" then, nine seconds later ""100 knots"". Flight 431 took off and at 21:08:57, the copilot announced ""Positive rate of climb, gear up"". Less than two seconds later, at a height of around 300 feet, the stall warning sounded. The gear was not retracted. The copilot, who was the pilot flying, pushed forward on the control column in reaction to the stall warnings. At 21:09:07, the copilot asked, ""What's the problem?"" The aircraft descended and less than a second before passing through 100 feet in descent, the copilot ordered the aural stall warning alarm to be disconnected. The GPWS sounded briefly, followed by the CRC (Continuous Repetitive Chime), which corresponds to a master warning of over-speed with flaps extended, immediately followed by an order from the captain ""Go up!"". The airplane's speed at this point was at least 210 knots, the maximum speed limit for a configuration with slats/flaps at 15Â°/15Â°. At 21:09:24 the airplane contacted the sea and broke up. The wreckage came to rest on the sandy seabed at a depth of 40-50 metres.Just ten of the 179 occupants survived the accident.CAUSES OF THE ACCIDENT:""The Commission of Inquiry concluded that the cause of the accident to flight KQ 431 on 30 January 2000 was a collision with the sea that resulted from the pilot flying applying one part of the procedure, by pushing forward on the control column to stop the stick shaker, following the initiation of a stall warning on rotation, while the airplane was not in a true stall situation. In fact, the FCOM used by the airline states that whenever a stall warning is encountered at low altitude (stick shaker activation), it should be considered as an immediate threat to the maintenance of a safe flight path. It specifies that at the first sign of an imminent stall or at the time of a stick shaker activation, the following actions must be undertaken simultaneously: thrust levers in TOGA position, reduction of pitch attitude, wings level, check that speed brakes are retracted. The investigation showed that the pilot flying reduced the pitch attitude but did not apply TOGA thrust on the engines. The investigation was unable to determine if the crew performed the other two actions: leveling the wings and checking that the speed brakes were retracted. The following elements contributed to the accident:- the pilot flying's action on the control column put the airplane into a descent without the crew realizing it, despite the radio altimeter callouts;- the GPWS warnings that could have alerted the crew to an imminent contact with the sea were masked by the priority stall and overspeed warnings, in accordance with the rules on the prioritization of warnings;- the conditions for a takeoff performed towards the sea and at night provided no external visual references that would have allowed the crew to be aware of the direct proximity of the sea.""",,Initial climb,Passenger - Scheduled,Abidjan-Felix Houphouet Boigny Airport (ABJ/DIAP),Lagos-Murtala Muhammed International Airport (LOS/DNMM),,"2,8 km S off Abidjan-Felix Houphouet Boigny Airport (ABJ) -Cote d'Ivoire",CFIT,Controlled Flight Into Terrain,0.95,"The aircraft collided with the sea without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT). The pilot's actions in response to the stall warning led to a descent and subsequent impact with the sea."
31 Jan 2000,Embraer EMB-110P1 Bandeirante,PP-EAM,Governo do Estado do Amazonas,0,"Envira, AM","Due to adverse meteorological conditions the crew diverted to Envira. The Bandeirante touched down 500 m down the wet runway and aquaplaned off the runway, ending up with the cabin partially submerged.",,Landing,Passenger - Non-Scheduled/charter/Air Taxi,"TefÃ© Airport, AM (TFF/SBTF)","EirunepÃ© Airport, AM (ERN/SWEI)",,"Envira, AM -Brazil",RE,Runway Excursion,0.95,"The aircraft departed the side or end of the runway surface during landing, which is consistent with the definition of a runway excursion."
31 Jan 2000,McDonnell Douglas DC-9-83 (MD-83),N963AS,Alaska Airlines,88,"4,5 km N off Anacapa Island, CA","Alaska Airlines flight 261, an MD-83, crashed into the sea off Anacapa Island, CA, USA, following a loss of control, killing all 88 occupants.Flight AS261 departed Puerto Vallarta at about 14:30 PST for a flight to San Francisco and Seattle. En route to San Francisco a FL310 a problem arose with the stabilizer trim. At 16:10 the crew radioed Los Angeles ARTCC that they were having control problems and that they were descending through FL260. At 16:11 Los Angeles ARTCC asked the condition of the flight and were told that they were troubleshooting a jammed stabilizer. The crew requested, and were granted, a FL200-FL250 block altitude clearance. At 16:15 the crew were handed off to Los Angeles sector control. The Alaska Airlines crew reported problems maintaining their altitude and told their intentions to divert to Los Angeles International Airport. They were cleared to do so at 16:16. The crew then requested permission to descend to FL100 over water to change their aircraft configuration . Los Angeles cleared them to FL170. Last message from Flight 261 was when they requested another block altitude. The request was granted at 16:17, without a readback from the crew. During the descent the crew was also talking to Alaska Airlines maintenance personnel in Seattle and Los Angeles to troubleshoot their stabilizer trim problems. As the crew attempted to diagnose or correct the problem the out-of-trim condition became worse, causing a tendency for the plane to pitch nose-down. When preparing the plane for landing control was lost and the MD-83 was seen 'tumbling, spinning, nose down, continuous roll, corkscrewing and inverted'. The aircraft crashed off Point Mugu in 650 feet deep water.PROBABLE CAUSE: ""A loss of airplane pitch control resulting from the in-flight failure of the horizontal stabilizer trim system jackscrew assemblyÂs acme nut threads. The thread failure was caused by excessive wear resulting from Alaska AirlinesÂ insufficient lubrication of the jackscrew assembly.Contributing to the accident were Alaska AirlinesÂ extended lubrication interval and the Federal Aviation AdministrationÂs (FAA) approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads, and Alaska AirlinesÂ extended end play check interval and the FAAÂs approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss.""",,En route,Passenger - Scheduled,Puerto Vallarta-Gustavo D. Ordaz Airport (PVR/MMPR),"San Francisco International Airport, CA (SFO/KSFO)",,"4,5 km N off Anacapa Island, CA -United States of America",LOC-I,Loss of Control - In Flight,0.95,"The report describes a loss of control of the aircraft while in flight, which ultimately led to the crash. The primary issue was the failure of the horizontal stabilizer trim system, causing the aircraft to become uncontrollable."
31 Jan 2000,Antonov An-12,LZ-ITB,Inter Trans Air,0,Hahn,"On final approach for landing, the aircraft came up short and collided with an 8-meter-high antenna mast approximately 435 meters before the runway threshold, then hit an approach lighting system.",,Approach,Cargo,LBGO,Hahn (HHN),,Hahn -Germany,CTOL,Collision with Obstacle(s) During Takeoff and Landing,0.95,"The aircraft collided with an antenna mast and an approach lighting system during the approach phase, which fits the description of a collision with obstacles during landing."
2 Feb 2000,Lockheed C-130 Hercules,,Islamic Republic of Iran Air Force - IRIAF,8,Tehran-Mehrabad Airport (THR),"The crew of a Lockheed C-130 Hercules transport plane operated by Iranian Air Force lost directional control during takeoff from runway 29R at Tehran-Mehrabad Airport (THR), Iran.The aircraft impacted a Iran Air Airbus A300B2-203 (EP-IBR) which was being towed to a hangar. Both aircraft were destroyed by fire.",,Take off,Military,Tehran-Mehrabad Airport (THR/OIII),Hamadan Air Base (OIHS),,Tehran-Mehrabad Airport (THR) -Iran,GCOL,Ground Collision,0.95,"The incident involved a collision between two aircraft on the ground during the takeoff phase, which aligns with the definition of a ground collision."
2 Feb 2000,Airbus A300B2-203,EP-IBR,Iran Air,0+8,Tehran-Mehrabad Airport (THR),"The crew of a Lockheed C-130 Hercules transport plane operated by Iranian Air Force lost directional control during takeoff from runway 29R at Tehran-Mehrabad Airport (THR), Iran.The aircraft impacted a Iran Air Airbus A300B2-203 (EP-IBR) which was being towed to a hangar. Both aircraft were destroyed by fire.",,Pushback / towing,-,-,-,,Tehran-Mehrabad Airport (THR) -Iran,GCOL,Ground Collision,0.95,"The incident involved a collision between two aircraft while one was being towed on the ground, which fits the definition of a ground collision."
