Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
12 Jan 2005,Fokker F-28 Fellowship 4000,XY-ADW,Myanma Airways,0,Myeik Airport (MGZ/VYME),The aircraft touched down hard on the right hand main gear during landing at Myeik Airport (MGZ).The right hand gear collapsed and the aircraft veered off the side of the runway.The aircraft suffered substantial damage. Nobody onboard was injured.,,Landing,Passenger - Scheduled,Yangon-Mingaladon Airport (RGN/VYYY),Myeik Airport (MGZ/VYME),,Myeik Airport (MGZ/VYME) -Myanmar,ARC,Abnormal Runway Contact,0.95,"The report describes a hard landing on the right hand main gear, which subsequently collapsed. This fits the description of abnormal runway contact, including hard/heavy landings and gear collapses."
13 Jan 2005,Antonov An-2,RA-62597,Tura Air Enterprise,9,near Tura,Flew into the side of a hill at an elevation of 475 feet. The aircraft struck the ground in a 10-degrees nose down and 40-degree right bank attitude at a speed of 160 km/h,,Approach,Passenger - Scheduled,Vanavara (UNIW),Tura (UNIT),,near Tura -Russia,CFIT,Controlled Flight Into Terrain,0.95,"The aircraft flew into the side of a hill during the approach phase, indicating an in-flight collision with terrain without loss of control."
13 Jan 2005,Embraer EMB-110P1 Bandeirante,N49BA,AirNow,1,"Keene-Dillant-Hopkins Airport, NH (EEN)","The AirNow flight departed Bangor at 20:18 on a flight to Manchester. Weather at Manchester however was foggy and the pilot was unable to land there. The pilot then requested to proceed to his alternate destination, Burlington. During the flight to Burlington, the pilot was contacted by company dispatch and it was agreed that Bennington would be a better destination because it was 45 miles closer than Burlington. As the flight progressed towards Bennington, the pilot contacted ATC and requested to change his destination to Keene. Weather at Keene included winds from 350 degrees at 3 knots; 1 statute mile of visibility; an overcast cloud layer at 100 feet agl. The Bandeirante flew an ILS approach to runway 02. When the airplane broke out of the clouds, it was not stable. Approaching the runway, at full flaps and exceeding the 25 percent maximum for a go-around, the pilot added full power to the left engine. The high power setting, slow airspeed, and full flaps combination resulted in a minimum control speed (Vmc) roll. No determination could be made as to why the right engine was inoperative, and there were no mechanical or fuel-related anomalies found that would have precluded normal operation. The airplane came to rest inverted on runway 02, about 90 feet from the approach end.PROBABLE CAUSE: ""The pilot's improper decision to attempt a single-engine missed approach with the airplane in a slow airspeed, full flap configuration, which resulted in a minimum control speed (Vmc) roll. Contributing factors included an inoperative engine for undetermined reasons, the pilot's in-flight decision to divert to an airport with low ceilings and visibility while better conditions existed elsewhere, the pilot's failure to advise or seek assistance from air traffic control or his company, and the low cloud ceilings, fog, and night lighting conditions.""",,Landing,Cargo,"Bangor International Airport, ME (BGR/KBGR)","Manchester Municipal Airport, NH (MHT/KMHT)",,"Keene-Dillant-Hopkins Airport, NH (EEN) -United States of America",LOC-I,Loss of Control - In Flight,0.9,"The report describes a loss of control in flight (Vmc roll) during an attempted single-engine missed approach, which aligns with the LOC-I category."
17 Jan 2005,Boeing 737-247,N373DL,Delta Air Lines,0,"Cincinnati/Northern Kentucky Airport, KY (CVG/KCVG)","The airplane was parked at a gate and boarding passengers, when it was struck on it's right side by a catering truck.  Damage to the fuselage included a 6-inch, by 14-inch puncture, and several small dents.  In addition, two formers and one stringer were damaged.  The driver of the catering truck reported that he was approaching the airplane, when he received a radio call.  While talking over the radio, he inadvertently stepped on the accelerator, and the truck subsequently struck the airplane.Probable Cause: The catering truck driver's failure to maintain clearance of the parked airplane by his inadvertent depressing the accelerator.  A factor in this accident was the catering truck driver's diverted attention.",,Standing,Passenger - Scheduled,"Cincinnati/Northern Kentucky Airport, KY (CVG/KCVG)","Tampa International Airport, FL (TPA/KTPA)",,"Cincinnati/Northern Kentucky Airport, KY (CVG/KCVG) -United States of America",GCOL,Ground Collision,0.95,"The report describes a collision between a parked aircraft and a catering truck while on the ground, which fits the definition of a ground collision."
18 Jan 2005,Beechcraft B200 Super King Air,VH-SGT,Network Aviation,0,"Perth Airport, WA (PER)","A Beech B200 Super King Air aircraft, registered VH-SGT, sustained damage when its main landing gear collapsed on touch down on runway 24 at Perth Airport, Australia. The aircraft had earlier departed the aerodrome on a charter flight with one pilot and seven passengers on board.The pilot had elected to return to the airport after detecting a problem during the retraction of the aircraft's landing gear. He attempted to manually extend the landing gear, but was unable to confirm that the landing gear had locked in position for the subsequent precautionary landing. The main landing gear collapsed as the aircraft touched down.Examination of the aircraft landing gear by the aircraft operator revealed an incorrectly installed thrust bearing in the hydraulic actuator for the left main landing gear. The result was that the axial loads normally carried by the thrust bearing were transferred to the actuator's pinion gears which fractured under abnormal operational loads. That damage seized the actuator and prevented the manual extension of the aircraft's landing gear by the pilot.",,Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Perth Airport, WA (PER/YPPH)","Lake Johnston Airport, WA (YLJN)",,"Perth Airport, WA (PER) -Australia",SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,"The incident involved a failure of the aircraft's landing gear system, specifically due to an incorrectly installed thrust bearing in the hydraulic actuator, which is a non-powerplant component."
21 Jan 2005,Cessna 208B Grand Caravan,CP-2412,Línea Aérea Amaszonas,0,near Colquiri,The Grand Caravan departed La Paz (LPB) at 09:15 for a flight to Sucre (SRE). Some 45 minutes after takeoff the airplane could not maintain altitude in icing conditions and crash-landed in thick fog in hilly terrain on the slope of Cerro Huaricollo.,,En route,Passenger - Non-Scheduled/charter/Air Taxi,La Paz-El Alto Airport (LPB/SLLP),Sucre Airport (SRE/SLSU),,near Colquiri -Bolivia,ICE,Icing,0.95,"The report indicates that the aircraft could not maintain altitude due to icing conditions, which directly led to the crash-landing."
22 Jan 2005,IAI Arava 102,LV-MHP,,0,"La Rioja, LR",,,Taxi,Private,,,,"La Rioja, LR -Argentina",UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
22 Jan 2005,Antonov An-8,EL-WVA,Great Lake Business Company,0,Kongolo,"The aircraft, leased by the French NGO SolidaritÃ©s for a humanitarian flight, departed Goma on a flight to Kongolo via Bukavu and Kindu. It crashed into houses while on approach to Kongolo, some 100 meters short of the runway. At least ten persons were on board. The leasing contract stipulated that the flight was exclusively a cargo flight and was not authorized to transport any passengers.The airplane involved in the accident was grounded twice in 2004, once after a near crash due to engine failure. On both occasions, provincial authorities provided special dispensation and cleared the aircraft for immediate use.",,Approach,Cargo,Kindu Airport (KND/FZOA),Kongolo Airport (KOO/FZRQ),,Kongolo -Congo (Democratic Republic),CFIT,Controlled Flight Into Terrain,0.9,"The aircraft crashed into houses while on approach to the runway, indicating an in-flight collision with terrain without indication of loss of control."
23 Jan 2005,McDonnell Douglas MD-83,EC-GQG,Spanair,0,Oviedo/Aviles-Asturias Airport (OVD),"Spanair flight 5811, an MD-83, departed Palma de Mallorca Airport, Spain, at 17:04 hours local time. Estimated flying time was 1 hour and 29 minutes. The copilot was Pilot Flying.Weather at the destination, Oviedo-Asturias Airport, was poor with rain, fog and a cloud base of 300 ft. The flight crew decided to hold at FL100 over the Asturias VOR. The captain assumed the role of Pilot Flying at this time.Once the weather improved, approaches to runway 29 resumed. Two aircraft landed before flight JK5811 without reporting any problems. Since the cloud base was between 200 and 400 ft, the flight was force to make an ILS approach to runway 29, which meant a landing with a tail wind as winds were reported from 050Â° at 10 kt with gusts to 18 kt. The tail wind component was calculated to be 5-9,5 knots and the aircraft's tail wind limit was 10 knots.When the aircraft was at 270 ft, the crew reported runway in sight. Nine seconds later and twelve seconds before touchdown, the captain disconnected the autopilot. The autothrottle system remained active. Descent rate fluctuated, at times reaching 1000 ft/min.The pilot stated that at about 50 ft he observed an uncommanded descent of the aircraft and tried to compensate by increasing the engine thrust. On touchdown the vertical acceleration reached 4.11g. The aircraft bounced and touched down again, with one of the wheels hitting a runway edge light on the right hand side. Spoilers then extended and the thrust reversers were activated by the crew. The aircraft decellerated normally and taxied to the platform. Substantial damage to the airframe was noted.The captain sustained serious spinal injuries. He was briefly incapacitated after the first touchdown, forcing the copilot to take control during the bounce.Causes (translated from Spanish):It is considered that the probable cause of the accident was a significant variation in the intensity and wind direction at the time of landing prompting a 4.11g vertical acceleration, however, with the weather information available, it could not be determined if there were objective conditions for the possibility of windshear during landing.A contributing factor was the maneuver made by the aircraft, which is not consistent with a standard maneuver, since it there were variations in pitch, from 84 ft radio altimeter and a decrease of the plane relative to the ILS glide slope combined with the performance of autothrotle at idle and possible variations of wind in the final phase of landing which would place the aircraft on a path other than the nominal.",,Landing,Passenger - Scheduled,Palma de Mallorca Airport (PMI/LEPA),Oviedo/Aviles-Asturias Airport (OVD/LEAS),,Oviedo/Aviles-Asturias Airport (OVD) -Spain,WSTRW,Windshear or Thunderstorm,0.9,"The report describes significant variations in wind intensity and direction during landing, which led to a hard landing and substantial damage to the aircraft. The presence of gusty tailwinds and the possibility of windshear were noted as contributing factors."
24 Jan 2005,Boeing 747-212B (SF),N808MC,Atlas Air,0,Düsseldorf International Airport (DUS/EDDL),"The Boeing 747 operated on a cargo flight from Dubai to DÃ¼sseldorf on behalf of Emirates. The en route part of the flight was uneventful.The flight crew established radio contact with DÃ¼sseldorf Radar at 05:43. The crew were told that runway 23L was in use.Two minutes later the radar controller contacted flight 8995: ""I just talked to the tower and ah for the time being braking action on all parts of the runway is supposed to be good. They are measuring again right now because it started to snow again and I'll keep you advised."" The flight was then cleared to descend to FL80. The flight crew decided to set the autobrakes for landing on Medium, to account for the snow.At 05:50 the radar controller again contacted the flight about the current weather circumstances: ""...latest update on the weather situation ahm the friction tester has reported braking action to be good for the moment however as its continuing to snow they are ah afraid that it might worsen, so they are going to do another friction test right before you land.""In the following minutes the flight was given descent instructions and vectors for an approach to runway 23L.At 05:54 the controller radioed: ""weather update we now have a surface wind of three four zero degrees eleven knots, that's slight tail wind component by two knots. Visibility is down to one thousand five hundred meters, still in snow showers and ah cloud base is now five hundred feet only.""The flight was subsequently cleared for the approach.At 05:57 the radar controller instructed the crew to contact DÃ¼sseldorf Tower. The Tower controller stated: ""Good morning,... we are just waiting for the braking action values from the friction tester stand by a second. The surface wind is actually three three zero degrees one two knots.""Two minutes later the controller radioed: ""... the braking action was measured to be medium at all parts. And ah the visibility dropped right now due to the heavy snow showers at the field ah. The RVR value at the touch down zone is presently nine hundred meters, at the mid-point one thousand one hundred meters and ah stop end one thousand one hundred meters."" At that moment the flight was 3,5 nautical miles out. The flight was subsequently cleared to land.The airplane touched down about 1700 ft (518 m) past the runway threshold. Ground spoilers and thrust reversers deployed and the autobrakes activated. Still the airplane did not decelerate as expected and the pilot applied manual braking. The airplane failed to stop and overran the runway end. It collided with ILS aerials, which caused a fire in engines no. 2 and no. 3.The aircraft was withdrawn from use at DÃ¼sseldorf until being scrapped there in April 2006.Causes:The accident is attributable to the fact that the braking values transmitted to the crew did not meet the conditions that had arisen as a result of heavy snowfall since the last measurement on the runway.Contributing factors:- Fast changing weather- The lack of an in all weather conditions reliable measurement method for the determination of braking coefficient.",,Landing,Cargo,Dubai Airport (DXB/OMDB),DÃ¼sseldorf Airport (DUS/EDDL),,DÃ¼sseldorf International Airport (DUS/EDDL) -Germany,RE,Runway Excursion,0.95,"The aircraft overran the runway end during landing due to inadequate braking action on a snow-covered runway, which is consistent with the definition of a runway excursion."
25 Jan 2005,Dornier 228-101,D-CICE,Alfred Wegener Institut,0,Rothera Station,"The Dornier 228 research aircraft named ""Polar 4"" entered a short and steep approach to the British Rothera Station on Antarctica. Weather conditions included low clouds and snow. The aircraft landed hard, causing substantial damage to the landing gear and fuselage. The aircraft was shipped back to Germany and after investigation declared irreparable in November 2005.",,Landing,Survey,Halley Research Station (EGAH),Rothera Research Station (EGAR),,Rothera Station -Antarctica,ARC,Abnormal Runway Contact,0.95,"The report describes a hard landing that caused substantial damage to the landing gear and fuselage, which fits the description of abnormal runway or landing surface contact."
27 Jan 2005,de Havilland Canada DHC-6 Twin Otter 200,N201EH,Era Aviation,0,"Toksook Bay, Alaska","The airline transport pilot of the CFR Part 121 scheduled passenger flight landed the airplane on an ice-covered, gravel airstrip in gusty crosswind conditions.  He estimated the winds were a direct crosswind at 20-25 knots, and gusty.  The pilot reported that after a straight-in approach to runway 16, a gust of wind caused the airplane to slide sideways on the runway during the landing roll.  The airplane exited the right side of the runway, the nose landing gear collapsed, and the airplane came to rest on the nose and right wing.  The airplane received structural damage to the nose and right wing.Probable Cause: The pilot's inadequate compensation for the gusty crosswind wind condition, which resulted in a loss of control during the landing roll, and the collapse of the nose landing gear.  Factors associated with the accident were the crosswind and wind gusts.",,Unknown,Unknown,"Tununak, AK (4KA)","Toksook Bay Airport, AK (OOK/PAOO)",,"Toksook Bay, Alaska -United States of America",LOC-G,Loss of Control - Ground,0.95,"The report describes a loss of control during the landing roll due to gusty crosswind conditions, resulting in the aircraft exiting the runway and the collapse of the nose landing gear."
27 Jan 2005,Let L-410UVP-E4,HA-LAR,Farnair Hungary,2,2 km from Iasi Airport (IAS),"The Let 410 departed Bucharest's domestic airport Baneasa for a regular mail flight to Iasi. Weather was poor as the aircraft arrived near Iasi. Snowfall limited the visibility to approx. 2 kilometers with a temperature of -4 deg. C. The airplane was on an NDB approach to runway 15 with PAR assistance. Over the IAS beacon the pilot reported flying at 2700 ft and stated that they were going to turn right, outbound. The aircraft however turned left and descended until it crashed near a road, 300 meters West of the tower.",,Approach,Cargo,Bucharest-Baneasa Airport (BBU/LRBS),Iasi Airport (IAS/LRIA),,2 km from Iasi Airport (IAS) -Romania,CFIT,Controlled Flight Into Terrain,0.95,"The aircraft was in controlled flight and collided with terrain during the approach phase, without any indication of loss of control."
28 Jan 2005,Learjet 35A,N911AE,Million Air,0,"Kansas City-Charles B. Wheeler Downtown Airport, MO (MKC)","The Learjet 35A was operated as a positioning flight to Kansas City International Airport (MCI). Night instrument meteorological conditions prevailed at the time of the accident. The flight was en route to MCI to pick up passengers and continue on as an on-demand charter but diverted to the Kansas City-Charles B. Wheeler Downtown Airport (MKC) following the closure of MCI. MCI was closed due to a McDonnell Douglas MD83 sliding off a taxiway during an after landing taxi on contaminated runway/taxiway conditions. MKC held a limited airport certificate that did not have a snow removal plan and was served by runway 19 (7,002 feet by 150 feet, grooved asphalt). Following a precision approach and landing on runway 19 at MKC, the Learjet 35A slid off the departure end of the runway and impacted airport property and terrain. The Learjet 35A was operated with inoperative thrust reversers as per the airplane's minimum equipment list at the time of the accident. About 1:05 hours before the accident, runway 19 Tapley values were recorded as 21-22-22 with 1/2 inch of wet snow. About 17 minutes before the accident, MKC began snow removal operations. About 7 minutes before the accident, the MKC air traffic control tower (TWR) instructed the snow removal vehicles to clear the runway for inbound traffic. TWR was advised by airport personnel that runway 19 was plowed and surface conditions were 1/4 inch of snow of snow; friction values were not taken or reported. While inbound, the Learjet 35A requested any braking action reports from TWR. The first airplane to land was a Cessna 210 Centurion, and the pilot reported braking action to the TWR as ""moderate"", which was then transmitted by TWR as ""fair"" from a Centurion in response to the Learjet 35A's query. The Cessna 210 Centurion pilot did not use brakes during landing and did not indicate this to TWR during his braking action report.PROBABLE CAUSE: ""The contaminated runway conditions during landing. Contributing factors were the operation of the airplane without thrust reversers, flight to the planned alternate airport not performed by the flightcrew, and the insufficient runway information. Additional factors were the airport property and terrain that the airplane impacted.""",,Landing,Ferry/positioning,"Salt Lake City International Airport, UT (SLC/KSLC)","Kansas City International Airport, MO (MCI/KMCI)",,"Kansas City-Charles B. Wheeler Downtown Airport, MO (MKC) -United States of America",RE,Runway Excursion,0.95,"The report describes an incident where the Learjet 35A slid off the departure end of the runway during landing, which fits the definition of a runway excursion."
