Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
19 Jan 2004,de Havilland Canada DHC-6 Twin Otter 300,PK-WAX,Air Regional,0,Mulia Airport (LII),"While on approach to Mulia's runway 09, the Twin Otter was forced down by down draught. It landed hard, nose-first, groundlooped and came to rest in a ditch. Mulia's runway 09/27 gravel runway has a 10% down slope to the West and can only be used in one direction: 09 for landing and 27 for takeoff.",,Landing,Unknown,Wamena Airport (WMX/WAJW),Mulia Airport (LII/WABQ),,Mulia Airport (LII) -Indonesia,ARC,Abnormal Runway Contact,0.95,"The report describes a hard, nose-first landing followed by a groundloop, which fits the description of abnormal runway contact."
20 Jan 2004,Swearingen SA227-AC Metro III,I-BSTI,ItAli Airlines,0,Roma-Fiumicino Airport (FCO),"ItAli Airlines flight 408 from Rome's Fiumicino Airport to Pescara, was cleared to taxi from parking position E7 via taxiways NG, N and B to runway 25 for departure. The captain stated that he had turned on all the lights required by the operating procedures (position lights, anti-collision light) and that he had also turned on the taxi lights. While the aircraft was traveling along taxiway NG, just before arriving abeam apron D, a blow was felt coming from the front left of the aircraft. The blow had been produced by the collision with a passenger bus, which had invaded the taxiway along a rolling road that crossed taxiway NG from left to right (with respect to the route of the aircraft).There were no injuries. The Metro suffered substantial damage to the left hand wing tip.PROBABLE CAUSE (translated from Italian):The accident was caused by the presence of a passenger bus inside the airport grounds on the taxiway used by an aircraft at the same time.Among the factors that contributed to the event was the situation of poor visibility, determined by the light conditions (21.07 local time), the weather conditions, the position of the ""STOP"" signal too far back to have a good view of the traffic moving on the TWY, the artifacts in the area of the event.The above situation - probably not considered during the training phase of the airport drivers - led to the failure of the passenger vehicle to comply with the regulations contained in the DCA ordinance no. 24/98 (a taxiing aircraft always takes precedence over any vehicle circulating at the airport).",,Taxi,Passenger - Scheduled,Roma-Fiumicino Airport (FCO/LIRF),Pescara-Liberi Airport (PSR/LIBP),,Roma-Fiumicino Airport (FCO) -Italy,GCOL,Ground Collision,0.95,The report describes a collision between an aircraft and a passenger bus while the aircraft was taxiing on a taxiway. This fits the definition of a ground collision involving an aircraft and a ground vehicle.
21 Jan 2004,Dassault Falcon 20C,N200JE,Jet Express,0,"Pueblo Memorial Airport, CO (PUB)","The Falcon 20 touched down on runway 08L and the pilot activated the airplane's thrust reversers. The right engine thrust reverser partially deployed and the left engine thrust reverser fully deployed. The airplane began to yaw to the left and started making full circles on the runway before going off the side of the runway.After the accident, the airplane was bought by Dodson International Parts and moved to a scrapyard in Rantoul, KS.PROBABLE CAUSE: ""The pilot's improper in-flight planning/decision to land on the contaminated runway, the stuck thrust reverser solenoid resulting in partial deployment of the right engine thrust reverser, and the pilot's inability to maintain directional control of the airplane due to the asymmetric thrust combined with a contaminated runway. Factors contributing to the accident were the wet, snow-covered runway, the airport's failure to remove the snow from the runway, and the pilot's failure to recognize the reported hazardous runway conditions by air traffic control.""",,Landing,Executive,"Saint Louis (unknown airport), MO","Pueblo Memorial Airport, CO (PUB/KPUB)",,"Pueblo Memorial Airport, CO (PUB) -United States of America",RE,Runway Excursion,0.95,The aircraft departed the side of the runway during the landing phase due to asymmetric thrust and contaminated runway conditions.
25 Jan 2004,Boeing 767-33AER,I-DEIB,Alitalia,0,Dakar-Léopold Sédar Senghor International Airport (DKR),"An Alitalia Boeing 767-300 (I-DEIB) contacted a parked South African Airways Boeing 747-400 (ZS-SAX) while taxiing for departure at Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR), Senegal.The Boeing 747-400 was parked at bay J6 and was prepared for its intended flight to New York-JFK Airport when it was hit. The aircraft was not parked correctly in its bay with the front end 14,60 m over its normal placement indicated by a rectangular bay painted on the ground.The right-hand wing tip of the Boeing 767 struck and slashed the nose code of the Boeing 747.Probable Causes:Marshallers assisting with parking of aircraft- Improper signalling by marshallers- Improper execution of marshallers' instructions- Incorrect positioning of SAA B747- Lack of understanding of marshallers' huge responsibility- Problem of laxity by head marshaller- Lack of professionalism and intellectual capacity on the part of the marshallers with regard to management of the situation.Crews in charge of the aircraft- Lack of communication and coordination between the marshallers, crews, and air traffic controller- Work load problem due to traffic density over week ends (cluttering of airways, loaded schedules, stress etc)- Lack of maintenance of awareness by the Crew when on the ground.The Air Traffic Controller who allocates parking space- Problem with an absence of any visibility over the parking areas by the controller- Discrepancy between number of controllers and their work load",,Standing,Passenger - Scheduled,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR/GOOY),Milano-Malpensa Airport (MXP/LIMC),,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR) -Senegal,GCOL,Ground Collision,0.95,"The report describes a collision between two aircraft while one was taxiing and the other was parked, which fits the definition of a ground collision."
25 Jan 2004,Boeing 747-444,ZS-SAX,South African Airways - SAA,0,Dakar-Léopold Sédar Senghor International Airport (DKR),"An Alitalia Boeing 767-00 (I-DEIB) contacted a parked South African Airways Boeing 747-400 (ZS-SAX) while taxiing for departure at Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR), Senegal.The Boeing 747-400 was parked at bay J6 and was prepared for its intended flight to New York-JFK Airport when it was hit. The aircraft was not parked correctly in its bay with the front end 14,60 m over its normal placement indicated by a rectangular bay painted on the ground.The right-hand wing tip of the Boeing 767 struck and slashed the nose code of the Boeing 747.Probable Causes:Marshallers assisting with parking of aircraft- Improper signalling by marshallers- Improper execution of marshallers' instructions- Incorrect positioning of SAA B747- Lack of understanding of marshallers' huge responsibility- Problem of laxity by head marshaller- Lack of professionalism and intellectual capacity on the part of the marshallers with regard to management of the situation.Crews in charge of the aircraft- Lack of communication and coordination between the marshallers, crews, and air traffic controller- Work load problem due to traffic density over week ends (cluttering of airways, loaded schedules, stress etc)- Lack of maintenance of awareness by the Crew when on the ground.The Air Traffic Controller who allocates parking space- Problem with an absence of any visibility over the parking areas by the controller- Discrepancy between number of controllers and their work load",,Standing,Passenger - Scheduled,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR/GOOY),"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",,Dakar-LÃ©opold SÃ©dar Senghor International Airport (DKR) -Senegal,GCOL,Ground Collision,0.95,"The report describes a collision between two aircraft while one was taxiing and the other was parked, which fits the definition of a ground collision."
27 Jan 2004,Ilyushin Il-18D,ER-ICJ,Renan,0,Luena Airport (LUO),,,Take off,Passenger - Non-Scheduled/charter/Air Taxi,Luena Airport (LUO/FNUE),Luanda-4 de Fevereiro Airport (LAD/FNLU),,Luena Airport (LUO) -Angola,UNK,Unknown or Undetermined,0.6,"The report lacks sufficient information to classify the occurrence into a specific category. The narrative is missing, and there are no details about the nature of the event."
28 Jan 2004,Beechcraft 1900D,7T-VIN,Tassili Airlines,1,5 km S of Ghardaïa-Noumérat Airport (GHA),"The Sonatrach company chartered one of Tassili Airlines' Beechcraft 1900D planes to fly two employees from the oil fields near the Algerian Sahara town of Hassi R'Mel to GhardaÃ¯a. The copilot was Pilot Flying. The Beech took off at 20:30 and arrived near GhardaÃ¯a fourteen minutes later.At 20:44 the flight was cleared for a right hand circuit in preparation for an approach to runway 30. At that moment a Boeing 727 was on long finals. The copilot stated that he intended to carry out an NDB/ILS approach to runway 30. The captain however preferred a visual approach. The copilot carried out the captain's course and descent instructions with hesitation. At 20:57, the EGPWS alarm sounded. Power was added and a climb was initiated from a lowest altitude of 240 feet above ground level.The captain then took over control and assumed the role of Pilot Flying. The airplane manoeuvred south of the airport until 21:01 when the copilot saw the runway. The captain rolled left to -57Â° and pitched down to -18.9Â° in order to steer the airplane towards the runway. Again the EGPWS sounded but the descent continued until the airplane impacted the ground and broke up.The five occupants survived the impact, but the co-pilot died a day later of his injuries.Causes of the accident (translated from French):The Commission believes that the accident can be explained by a series of several causes which, taken separately, would not lead to an accident.The causes are related to:1 - the lack of rigor in the approach and landing phase evidenced by a failure to follow standard operating procedures, including the arrival checklist.2 - the failure to strictly comply with the holding, approach and landing procedures in force for the aerodrome of GhardaÃ¯a.3 - the fact that the captain seemed occupied by the visual search maneuvers that put him temporarily out of the control loop.He was so focused on the visual search for the runway and abandoned the monitoring of parameters that are critical for the safety of the flight. This concentration completely disoriented him.4 - the fact that the crew did not respond appropriately to different alarms that occurred, indicating a lack of control in the operation of the aircraft in that kind of situation.Lack of control was apparently due to his lack of training on this aircraft type.5 - The activities in the southern part of Algeria may cause a certain routine that can promote the tendency to conduct visual approaches.It seems, indeed, that the crew is more experienced in visual flights.6 - A lack of coordination and communication between the crew members flying together for the first time.",,Approach,Passenger - Non-Scheduled/charter/Air Taxi,Hassi R'Mel-Tilrempt Airport (HRM/DAFH),GhardaÃ¯a-NoumÃ©rat Airport (GHA/DAUG),,5 km S of GhardaÃ¯a-NoumÃ©rat Airport (GHA) -Algeria,CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain during the approach phase without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT). The contributing factors include failure to follow standard operating procedures, lack of appropriate response to alarms, and visual search maneuvers that led to disorientation."
30 Jan 2004,Learjet 35A,N39WA,Tri-Coastal Air,0,"Akron/Canton Regional Airport, OH (CAK/KCAK)","After landing, the pilot taxied from the runway to the ramp area.  After making a  turn onto the ramp, the airplane began to slide on top of an ice layer.  The brakes were ineffective and the co-pilot shut down the engines; however, due to the downward slope of the ramp area and the wind conditions, the airplane continued to accelerate. The airplane struck a concrete retaining wall, before it came to rest.  Examination of the ramp area revealed that it was covered with a 1-inch thick layer of smooth clear ice.  The operator of the ramp said that other airplanes had taxied into and out of the ramp without problem prior to, and after the accident. However, sand had been applied to the ramp for the other aircraft, but not the accident airplane.  In addition, the winds were lighter at the time the other aircraft were taxiing.  The weather at the time of the accident  included: wind from 270 degrees at 15 knots, and a temperature of 11 degrees F.Probable Cause: An improperly maintained ramp area, which resulted in a loss of airplane control while taxiing on ice.  Factors in this accident were, high winds, and the down-sloping ramp.",,Taxi,Ferry/positioning,"Toledo-Express Airport, OH (TOL/KTOL)","Akron/Canton Regional Airport, OH (CAK/KCAK)",,"Akron/Canton Regional Airport, OH (CAK/KCAK) -United States of America",ADRM,Aerodrome,0.95,"The incident involved deficiencies associated with the aerodrome's ramp area, specifically the presence of ice and lack of sand application, which led to the loss of control of the aircraft during taxiing."
31 Jan 2004,Swearingen SA226-TC Metro II,EC-HCU,Medit Air Vuelos Mediterraneo,0,Reus Airport (REU),"The Swearingen Metro was to be repositioned to Barcelona for some remaining maintenance work. During takeoff from runway 07, while accelerating through 80 knots, the nosegear collapsed. The aircraft sustained serious damage to the propellers, engines and fuselage.CAUSA MÃS PROBABLE: ""El tren se plegÃ³ por estar la palanca en posiciÃ³n de tren arriba. La palanca se encontraba en esa posiciÃ³n bien por la no realizaciÃ³n de forma completa de las listas de comprobaciÃ³n por parte de la tripulaciÃ³n, caso de que la aeronave les fuera entregada con la palanca de tren en posiciÃ³n de tren recogido,o la actuaciÃ³n inadvertida sobre la palanca de tren en algen momento comprendido entre la ultima comprobaciÃ³n por parte de la tripulaciÃ³n y el instante del accidente.""",,Take off,Ferry/positioning,Reus Airport (REU/LERS),Barcelona-El Prat Airport (BCN/LEBL),,Reus Airport (REU) -Spain,LOC-G,Loss of Control - Ground,0.95,"The incident involved the collapse of the nosegear during the takeoff roll, resulting in loss of control while the aircraft was still on the ground."
1 Feb 2004,Saab 340A,N158SD,Shuttle America,0,"Pittsburgh International Airport, PA (PIT/KPIT)","The airplane was parked at the gate, when a baggage cart became disconnected from the tug which was towing it, and impacted the left side of the fuselage.  Examination of the tug revealed a broken E-hitch pin where the baggage cart became disconnected.Probable Cause: The failure of the baggage cart E-hitch pin, which resulted in the baggage cart separating from its tug, and subsequently impacting a parked airplane.",,Unknown,Passenger - Scheduled,"Pittsburgh International Airport, PA (PIT/KPIT)","Toledo-Express Airport, OH (TOL/KTOL)",,"Pittsburgh International Airport, PA (PIT/KPIT) -United States of America",RAMP,Ground Handling,0.95,"The incident involved a baggage cart becoming disconnected from a tug and impacting a parked airplane, which falls under ground handling operations."
