Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
14 Jan 2008,Beechcraft 1900C-1,N410UB,Alpine Aviation,1,"11 km S off Lihue, HI","Alpine Air flight 253 departed Honolulu (HNL) at 04:43 carrying about 4,200 pounds of mail on a regularly scheduled flight to Kauai, Lihue (LIH).It was scheduled to arrive at Lihue at 05:15. The pilot had routine contact with air traffic control, and was advised by the controller to maintain 6,000 feet at 05:01 when the airplane was 11 miles from the destination airport. Two minutes later the flight was cleared for a visual approach to follow a preceding Boeing 737 (Aloha Airlines Flight 917) and advised to switch to the common traffic advisory frequency at the airport. The pilot altered his flight course to the west, most likely for spacing from the airplane ahead, and descended into the water as he began a turn back toward the airport. The majority of the wreckage sank in 4,800 feet of water.The pilot most likely descended into the ocean because he became spatially disoriented. Although visual meteorological conditions prevailed, no natural horizon and few external visual references were available during the visual approach. This increased the importance of monitoring flight instruments to maintain awareness of the airplane attitude and altitude. The pilot's tasks during the approach, however, included maintaining visual separation from the airplane ahead and lining up with the destination runway. These tasks required visual attention outside the cockpit. These competing tasks probably created shifting visual frames of reference, left the pilot vulnerable to common visual and vestibular illusions, and reduced his awareness of the airplane's attitude, altitude and trajectory.PROBABLE CAUSE: ""The pilot's spatial disorientation and loss of situational awareness. Contributing to the accident were the dark night and the task requirements of simultaneously monitoring the cockpit instruments and the other airplane.""",,Approach,Cargo,"Honolulu International Airport, HI (HNL/PHNL)","Kauai Island/Lihue Airport, HI (LIH/PHLI)",,"11 km S off Lihue, HI -United States of America",LOC-I,Loss of Control - In Flight,0.95,"The report describes a situation where the pilot lost control of the aircraft while in flight due to spatial disorientation and loss of situational awareness, leading to the aircraft descending into the ocean."
15 Jan 2008,Cessna 208B Grand Caravan,N454SF,Grant Aviation,0,"Bethel, Alaska","The airline transport pilot was planning to land on an asphalt runway that had localized drifting and blowing snow. Instead, the airplane touched down in a snow-covered area of the airport between the runway and the adjacent taxiway. The pilot said that blowing snow and flat lighting conditions contributed to his difficulty in discerning the correct location of the runway. He said he ""aimed for the darker area between the runway and the taxiway, believing this was the runway."" The director of operations for the operator said that the depression between the runway and the taxiway had been filled with snow by runway maintenance personnel during snow removal operations. He indicated that the area had the illusion of a hard surface, but landing during reduced visibility due to blowing snow required the pilot to take advantage of any and all available resources, such as requesting the activation of the runway lights, and/or using the instrument landing system (ILS) localizer as a means of aligning the airplane with the centerline of the runway.Probable Cause: The pilot's selection of unsuitable terrain for landing. Contributing to the accident were snow-covered terrain, blowing snow and flat lighting conditions.",,Landing,Unknown,"Sheldon SPB, AK (SXP)","Bethel Airport, AK (BET/PABE)",,"Bethel, Alaska -United States of America",ARC,Abnormal Runway Contact,0.95,"The report describes an incident where the aircraft touched down in a snow-covered area between the runway and the adjacent taxiway, which constitutes abnormal runway contact due to the pilot's difficulty in discerning the correct location of the runway."
17 Jan 2008,Boeing 777-236ER,G-YMMM,British Airways,0,London-Heathrow Airport (LHR),"Following an uneventful flight (BA38) from Beijing, China, the aircraft was established on an ILS approach to runway 27L at London Heathrow. Initially the approach progressed normally, with the Autopilot and Autothrottle engaged, until the aircraft was at a height of approximately 600 ft and 2 miles from touch down. The aircraft then descended rapidly and struck the ground, some 1,000 ft short of the paved runway surface, just inside the airfield boundary fence. The aircraft stopped on the very beginning of the paved surface of runway 27L. During the short ground roll the right main landing gear separated from the wing and the left main landing gear was pushed up through the wing root. A significant amount of fuel leaked from the aircraft but there was no fire. An emergency evacuation via the slides was supervised by the cabin crew and all occupants left the aircraft, some receiving minor injuries.Initial indications from the interviews and Flight Recorder analyses show the flight and approach to have progressed normally until the aircraft was established on late finals for runway 27L. At approximately 600 ft and 2 miles from touch down, the Autothrottle demanded an increase in thrust from the two engines but the engines did not respond. Following further demands for increased thrust from the Autothrottle, and subsequently the flight crew moving the throttle levers, the engines similarly failed to respond. The aircraft speed reduced and the aircraft descended onto the grass short of the paved runway surface.CAUSAL FACTORS:Whilst on approach to London (Heathrow) from Beijing, China, at 720 feet agl, the right engine of G-YMMM ceased responding to autothrottle commands for increased power and instead the power reduced to 1.03 Engine Pressure Ratio (EPR). Seven seconds later the left engine power reduced to 1.02 EPR. This reduction led to a loss of airspeed and the aircraft touching down some 330 m short of the paved surface of Runway 27L at London Heathrow. The investigation identified that the reduction in thrust was due to restricted fuel flow to both engines.It was determined that this restriction occurred on the right engine at its FOHE. For the left engine, the investigation concluded that the restriction most likely occurred at its FOHE. However, due to limitations in available recorded data, it was not possible totally to eliminate the possibility of a restriction elsewhere in the fuel system, although the testing and data mining activity carried out for this investigation suggested that this was very unlikely. Further, the likelihood of a separate restriction mechanism occurring within seven seconds of that for the right engine was determined to be very low.The investigation identified the following probable causal factors that led to the fuel flow restrictions:1) Accreted ice from within the fuel system released, causing a restriction to the engine fuel flow at the face of the FOHE, on both of the engines.2) Ice had formed within the fuel system, from water that occurred naturally in the fuel, whilst the aircraft operated with low fuel flows over a long period and the localised fuel temperatures were in an area described as the Âsticky rangeÂ.3) The FOHE, although compliant with the applicable certification requirements, was shown to be susceptible to restriction when presented with soft ice in a high concentration, with a fuel temperature that is below -10Â°C and a fuel flow above flight idle.4) Certification requirements, with which the aircraft and engine fuel systems had to comply, did not take account of this phenomenon as the risk was unrecognised at that time.",,Landing,Passenger - Scheduled,Beijing-Capital International Airport (PEK/ZBAA),London-Heathrow Airport (LHR/EGLL),,London-Heathrow Airport (LHR) -United Kingdom,USOS,Undershoot/Overshoot,0.95,"The aircraft touched down significantly short of the intended touchdown zone on the runway due to restricted fuel flow to both engines, leading to a loss of airspeed and descent onto the grass short of the paved runway surface."
19 Jan 2008,Beechcraft B200 Super King Air,D2-FFK,Gira Globo,13,near Bailundo,"The airplane crashed into a mountain during an approach to land at Huambo Airport (NOV), Angola. Instrument meteorological conditions prevailed. The pilot, copilot and eleven passengers were fatally injured. The airplane was destroyed and there was ground fire.Weather was poor (rainy and foggy). Preliminary reports suggests the aircraft was flying below the minimum safe altitude over the mountainous area.",,Approach,Passenger,Luanda Airport (LAD/FNLU),Huambo Airport (NOV/FNHU),,near Bailundo -Angola,CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain (a mountain) during approach, with no indication of loss of control. The aircraft was flying below the minimum safe altitude in poor weather conditions."
23 Jan 2008,CASA C-295M,019,Polish Air Force,20,"1,3 km SE of Miroslawiec Air Base","The Polish CASA C-295M transport aircraft departed Warsaw (WAW) at 16:51 on a flight to KrakÃ³w (KRK), through Powidz AB, PoznÃ¡n-Krzesiny AB, Miroslawiec AB, and Swidwin AB. The plane was carrying 36 attendees, returning from the 50th Annual Aviation Safety Conference held in Warsaw.Nine attendees deplaned at Powidz and eleven at PoznÃ¡n-Krzesiny AB. It took off from Krzesiny at 18:24. Weather at Miroslawiec was poor with a ceiling at 300 feet and a visibility 2 sm in mist. The crew were cleared for a PAR approach to runway 12/30. The approach was unstabilized.On finals, the left bank reached 76 deg and pitch reached -21 degrees. The aircraft hit the ground 1300 m from runway 30 threshold and 320 meters left of extended runway centerline. The aircraft impacted terrain in left sideslip, on heading 220 deg (runway heading was 304 deg), disintegrated and partially burnt. Rate of descent at the moment of ground impact reached approx 6000 feet/min and the ground speed was 148 knots. The aircraft's landing gear was extended and flaps were at 15 degrees setting, at impact.PRIMARY CAUSE: Inadvertent loss of spatial and situational awareness by the aircraft crew during final stages of PAR approach, which, within 12 seconds period before crash, resulted in the aircraftÂs bank increasing unmonitored and accompanying altitude loss, while the flight crew apparently was trying to establish visual contact with runway and approach lights.Among the secondary causes the Board listed:* Improper flight crew selection for the flight:- The PIC did not have any previous experience on this version of CASA C-295 aircraft, which was additionally equipped with 2 IRS/GPS LN-100G units instead of 2 TOPSTAR 100-2 GPS receivers, and, ironically, with EGPWS Mk. V - unfortunately lack of cryptographic modules in GPS receivers, which made IRS/GPS LN-100G system almost useless (IRS alone with no GPS enhancement) caused flight crew to use handheld GPS receivers (Garmin GPSMAP 196),- The SIC was not rated in CASA C-295 aircraft for night/IMC operations,* Poor flight crew coordination and cooperation (poor MCC & CRM):- improper altimeter setting procedures,- probably both pilots were looking for visual cues and nobody was observing flight instruments in the very last seconds before they crash),* Poor weather conditions in vicinity of Miroslawiec AB; ceiling 300 feet, visibility 2 sm, in mist. Icing was excluded as a factor.* Spatial disorientation of the flight crew,* EGPWS Audio warning was inhibited (the flight crew missed EGPWS test before departure from Warsaw, even though it was a checklist item, and never corrected the problem - the PIC was not familiar with the system - he has never flown before CASA C-295M equipped with EGPWS) - in result no audio warning of excessive bank angle, high terrain closure rate and high sink rate was available to the flight crew, as well as no automatic height above ground callouts were given,* The flight crew failed to monitor radio-altimeter indication during both approaches,* Both pilots concentrated their attention outside of the cockpit during final seconds before crash and did not scan flight instruments.* The military PAR controller did a poor job during the approach, he let for the non-stabilized approach, he was not compensating properly for left crosswind of 20 kts and allowed the aircraft to stay high above glide slope during both PAR approaches, he also was not fully aware of altimeter setting (QNH or QFE) and altitude reports by flight crewÂ improper values QNH/QFE were used by the flight crew during first approach, additionally PIC has set his altimeter to QFE, while SIC to QNH. During the approach the controllerÂs instructions were hesitant and inconsistent, probably making the flight crew to believe their approach was going well.* The military PAR controller was giving improper suggestions to the flight crew - he was questioning them during final stage of approach whether they see approach or runway lights or not, instead of continuous talking them down to the runway threshold,* Altimeter indications were improperly interpreted by the flight crew,* Improperly performed search for visual contact by the flight crew during final stage of approach,* Improper, lacking weather situation analysis performed by the PIC before the flight,* The flight crew did not properly set DH/MDA (they did the same error on previous two legs before crash).Contributing factors were:* The SIC was not rated in CASA C-295 aircraft for night/IMC operations (the SIC total flight time was 800 hours including 100 hours in CASA C-295M),* The PIC has no previous experience on the accident version of CASA C-295 aircraft, (although he logged 800+ hours in another version of CASA C-295M aircraft used by Polish AF and his total flight time was 2500 hours),* Because of lack of GPS enhancement to IRS, the flight crew used Garmin GPSMAP 196 handheld GPS receiver,* The PIC had no previous experience in PAR approaches in IMC, close to minimums, which in Miroslawiec AB were reported to be aprox. ceiling 270 feet and visibility of 3300 feet,* The mil",,Approach,Military,PoznÃ¡n-Krzesiny Air Base (EPKS),Miroslawiec Air Base (EPMI),,"1,3 km SE of Miroslawiec Air Base -Poland",LOC-I,Loss of Control - In Flight,0.95,"The primary cause of the accident was the inadvertent loss of spatial and situational awareness by the aircraft crew during the final stages of the approach, leading to an unmonitored increase in bank angle and altitude loss, resulting in a loss of control in flight."
24 Jan 2008,Douglas DC-3C,HK-2006,VIARCO,0,Teresita Airport,"The DC-3 was substantially damaged during a landing accident at the Teresita Airport.Teresita has a single runway (07/25), 630 m in length. On final approach the left hand landing gear struck a mound of sand. The landing gear collapsed on touchdown and the no. 1 engine caught fire.CAUSE (translation from Spanish):Using a flying technique by carrying out an inappropriatly low approach to land, causing the impact of the left hand landing gear on a mound of sand, which could have been avoided if [the pilots had] complied with the established technique of crossing the threshold of the runway at a height of 50 feet with the reference speed.",,Landing,Passenger - Non-Scheduled/charter/Air Taxi,San Jose del Guaviare-Jorge E. GonzÃ¡lez T. Airport (SJE/SKSJ),Teresita Airport,,Teresita Airport -Colombia,CTOL,Collision with Obstacle(s) During Takeoff and Landing,0.95,"The report describes a collision with a mound of sand during the landing phase, which falls under the category of collision with obstacles during takeoff and landing."
25 Jan 2008,Boeing 727-247,9L-LEF,"Canadian Airways Congo, lsf Teebah Airlines",0,Pointe Noire Airport (PNR),The brakes on an An-12 failed as it taxied to the apron at Pointe Noire Airport (PNR). It could not be stopped and ran into a parked Boeing 727 (9L-LEF). Both aircraft sustained considerable damage.,,Standing,-,-,-,,Pointe Noire Airport (PNR) -Congo,GCOL,Ground Collision,0.95,"The incident involved a collision between a taxiing aircraft and a parked aircraft on the ground, which fits the definition of a ground collision."
25 Jan 2008,Antonov An-12BP,EK11660,Aéro-Service,0,Pointe Noire Airport (PNR),The An-12's brakes failed as it taxied to the apron at Pointe Noire Airport (PNR). It could not be stopped and ran into a parked Boeing 727 (9L-LEF). Both aircraft sustained considerable damage.,,Taxi,Cargo,,Pointe-Noire Airport (PNR/FCPP),,Pointe Noire Airport (PNR) -Congo,GCOL,Ground Collision,0.95,"The incident involved a collision with a parked aircraft while the An-12 was taxiing, which fits the definition of a ground collision."
26 Jan 2008,Xian MA60,,Air Zimbabwe,0,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ),The pilot attempted to land and flare with flaps 15 instead of flaps 30. The airplane sustained a significant tailstrike.The MA60 is version of the Xi'an Y7-200A,,Landing,Passenger - Scheduled,,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ/FVJN),,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ) -Zimbabwe,ARC,Abnormal Runway Contact,0.95,"The report describes a significant tailstrike during landing, which is a type of abnormal runway contact."
26 Jan 2008,CASA/IPTN NC-212 Aviocar 200,PK-VSE,Dirgantara Air Service,3,"6,3 km Se of Long Apung Airport (LPU)","A Casa 212-200 aircraft, registered PK-VSE, was being operated by Dirgantara Air Service as a cargo charter flight from Tarakan Airport (TRK)to Long Apung Airport (LPU), Indonesia. There were three persons on board; two pilots and one aircraft maintenance engineer/load master.The aircraft departed from Tarakan at 08:11 local time.At the time of the occurrence the downwind leg of the circuit for runway 35 at Long Apung Airport was obscured by low cloud. The copilot twice warned the PIC ""be careful sir, there is a hill"". It is likely that the pilots were unable to keep the runway in sight during the maneuvering on downwind for runway 35. The pilots did not maintain visual flight procedures, and flew the aircraft into instrument meteorological conditions prior to colliding with the terrain.Searchers subsequently found the aircraft wreckage at an elevation of 2,766 feet, about 3.4 NM from Long Apung Airport.CAUSES: ""The crew did not appear to have awareness of the aircraftÂs proximity with terrain until impact with terrain was imminent. The pilot attempted to continue the flight in instrument meteorological conditions, below the lowest safe altitude.""",,En route,Cargo,Tarakan-Juwata Airport (TRK/WALR),Long Apung Airport (LPU/WALP),,"6,3 km Se of Long Apung Airport (LPU) -Indonesia",CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain without indication of loss of control, as the pilots continued flight into instrument meteorological conditions and were unaware of their proximity to terrain until impact."
27 Jan 2008,Boeing 737-700,D-....,,0,en route,,,En route,Passenger,,,,en route -Italy,UNK,Unknown or Undetermined,0.8,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
28 Jan 2008,Boeing 737-33A,PK-MBP,Merpati Nusantara Airlines,0,Merauke-Mopah Airport (MKQ),"The Boeing 737-300 aircraft, registered PK-MBP, operated by Merpati Nusantara Airline, departed from Sentani Airport, Jayapura, Papua, to Mopah Airport Merauke.The Merauke air traffic controller reported that when the aircraft was on final approach there were no obstructions on the runway, so he cleared the aircraft to land on runway 16.During the landing roll, the pilot observed that a cow had entered the active runway and was running across the runway in front of the aircraft. When the aircraft was about 1,000 meters from the runway 16 threshold, the left engine struck the cow. The pilots stopped the aircraft on the runway and shut down the left engine. The cabin crew informed the pilots that left engine cowling was damaged.The aircraft's occupants were not injured, and disembarked from the aircraft unaided, using air stairs at the apron.The investigation found that the airport did not meet the requirements of ICAO Annex 14, Volume 1, Paragraph 9.10.2, Standard, or the intent of Civil Aviation Safety Regulation (CASR) 139 Subparts 4.2 and 4.12.The airport perimeter was not fenced, and there was no other appropriate means of preventing animals, large enough to be a hazard to aircraft from entering the aircraft movement area of the airport.",,Landing,Passenger - Scheduled,Jayapura-Sentani Airport (DJJ/WAJJ),Merauke-Mopah Airport (MKQ/WAKK),,Merauke-Mopah Airport (MKQ) -Indonesia,RI-A,Runway Incursion - Animal,0.95,"The report describes an incident where a cow entered the active runway during the landing roll, resulting in a collision with the aircraft. This fits the definition of a runway incursion involving an animal."
28 Jan 2008,de Havilland Canada DHC-8-202,HK-3997,AIRES Colombia,0,Bogotá-Eldorado Airport (BOG),"Overran runway 13L at BogotÃ¡ (BOG). The left hand main gear collapsed.translation from Spanish:PROBABLE CAUSE: ""Carrying out a landing with an unresolved fault in the left engine, which prevented the aircraft be able to stop within the length of runway available, causing a runway excursion.""CONTRIBUTING FACTOR: ""Failure to correct the maintenance reports in a satisfactory manner and failure to properly follow-up on repetitive entries.""",,Landing,Passenger - Scheduled,Maracaibo-La Chinita International Airport (MAR/SVMC),BogotÃ¡-Eldorado Airport (BOG/SKBO),,BogotÃ¡-Eldorado Airport (BOG) -Colombia,RE,Runway Excursion,0.95,"The report describes an incident where the aircraft overran the runway during landing, which is a characteristic of a runway excursion."
