Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
15 Jan 2009,Ilyushin Il-76MD,RA-76825,Russian Ministry of Interior,4,Makhachkala Airport (MCX),"A group of four Ilyushin Il-76MD transport aircraft were engaged in delivering troops, military equipment and cargo from Chkalovsky to Makhachkala, Russia. One of these aircraft, RA-76827, was piloted by a captain who needed currency on the IL-76 and an instructor pilot.During the descent towards Makhachkala, visibility deteriorated quickly from 2000 m to 300-350 m due to the formation of advection-radiation fog.At 20:43, the controller reported a visibility of 800 m, and 1200 m at the runway to the flight crew.However, by that time the visibility had already decreased further. Also, the instructor pilot was not allowed to land in these conditions.At 20:45 the aircraft was 5,59 km from the runway the controller reported that the visibility was 500 m and 1100 m at the runway. At a distance of 1100 m from runway 14, the instructor pilot saw the approach lights and decided to continue to landBy that time, another Il-76 (RA-76825) had taxied to the runway for departure and was waiting on taxiway 2. The hold short line on this taxiway was placed at a distance of 91,30 m from the center line of the runway instead of 120 m.At an altitude of 40 m, the navigator of RA-76827 stated the headlights still needed to be switched on. No action was taken.Just prior commencing the flare, the aircraft entered an area of limited visibility due to advective radiation fog. The aircraft deviated to the left of the centreline and touched down 1 metre inside the runway edge. During the rollout the left-hand wing struck the flight deck of the stationary airplane (RA-76825) on taxiway 2, ripping away a large part of the forward fuselage. A fire erupted. Four of the seven crew members died. RA-76827 suffered damage to the wing but none of the 31 occupants were hurt.Makhachkala has a single runway (14/32), measuring 8688 Ã 230 ft (2648 Ã 70 m).",,Taxi,Military,Makhachkala Airport (MCX/URML),Nizhniy Novgorod Airport (GOJ/UWGG),,Makhachkala Airport (MCX) -Russia,GCOL,Ground Collision,0.95,"The incident involved a collision between an aircraft on the runway and a stationary aircraft on a taxiway, which fits the definition of a ground collision."
15 Jan 2009,Airbus A320-214,N106US,US Airways,0,"off Weehawken, NJ [Hudson River, NY]","US Airways flight 1549, an Airbus A320-214, experienced an almost total loss of thrust in both engines after encountering a flock of birds and was subsequently ditched on the Hudson River near New York-LaGuardia Airport, USA.The flight was en route to Charlotte Douglas International Airport (CLT), North Carolina, USA, and departed LaGuardia runway 04 at 15:24. At this time, the first officer was the pilot flying (PF), and the captain was the pilot monitoring (PM).The takeoff and initial portion of the climb were uneventful. At 15:25:45, the LaGuardia ATCT local controller instructed the flight crew to contact the New York Terminal Radar Approach Control (TRACON) LGA departure controller. The captain contacted the departure controller at 15:25:51, advising him that the airplane was at 700 feet and climbing to 5,000 feet. The controller then instructed the flight to climb to and maintain 15,000 feet, and the captain acknowledged the instruction.At 15:27:10, the captain stated, ""birds."" One second later, at an altitude of 2,818 feet above ground level, the crew heard thumps and thuds followed by a shuddering sound. The aircraft had struck several Canada geese.Immediately after the bird encounter, both engines' fan and core (N1 and N2, respectively) speeds started to decelerate.At 15:27:14, the first officer stated, ""uh oh,"" followed by the captain stating, ""we got one rol- both of 'em rolling back.""  The captain then stated he would start the APU and took over control of the airplane. At 15:27:28, the captain instructed the first officer to ""get the QRH [quick reference handbook] loss of thrust on both engines"", and reported the emergency situation to the LGA departure controller, stating, ""mayday mayday maydayÂthis is...Cactus fifteen thirty nine hit birds, we've lost thrust in both engines, we're turning back towards LaGuardia.""The LGA departure controller acknowledged the captain's statement and then instructed him to turn left heading 220Â°.The first officer began conducting Part 1 of the QRH ENG DUAL FAILURE checklist (Engine Dual Failure checklist), stating, ""if fuel remaining, engine mode selector, ignition,"" and the captain responded, ""ignition."" The first officer then stated, ""thrust levers confirm idle,"" and the captain responded, ""idle."" About 4 seconds later, the first officer stated, ""airspeed optimum relight. three hundred knots. we don't have that,"" and the captain responded, ""we don't.""At 15:28:05, the LGA departure controller asked the captain if he wanted to try to land on runway 13 at LGA if it was available, and the captain responded, ""we're unable. we may end up in the Hudson [River].""The LGA departure controller cleared the flight for a left-hand traffic pattern for runway 31, but the captain responded, ""unable."" The controller then stated that runway 4 at LGA was available, and the captain responded, ""I'm not sure we can make any runway. Uh what's over to our right anything in New Jersey maybe Teterboro?"" The controller replied, ""ok yeah, off your right side is Teterboro Airport [TEB].""Subsequently, the departure controller asked the captain if he wanted to try going to TEB, and the captain replied, ""yes."" At 15:29:11, the captain announced on the public address (PA) system, ""this is the Captain, brace for impact."" Meanwhile the pilots were working the checklist to restart the engines.At 15:29:21, the LGA departure controller instructed the captain to turn right 280Â° for runway 1 at TEB. But the captain responded: ""we can't do it.""The departure controller then asked the captain which runway at TEB he would like, and the captain responded, ""we're gonna be in the Hudson."" When it became clear that the engines would not restart, the captain requested to first officer to select the flaps.At 15:30:43, the aircraft landed on the surface of the Hudson River. Within seconds after the ditching, the crewmembers and passengers initiated evacuation of the airplane. Subsequently, all of the occupants were evacuated from the airplane and rescued by area responders.PROBABLE CAUSE: ""The ingestion of large birds into each engine, which resulted in an almost total loss of thrust in both engines and the subsequent ditching on the Hudson River. Contributing to the fuselage damage and resulting unavailability of the aft slide/rafts were (1) the Federal Aviation AdministrationÂs approval of ditching certification without determining whether pilots could attain the ditching parameters without engine thrust, (2) the lack of industry flight crew training and guidance on ditching techniques, and (3) the captainÂs resulting difficulty maintaining his intended airspeed on final approach due to the task saturation resulting from the emergency situation.Contributing to the survivability of the accident was (1) the decision-making of the flight crewmembers and their crew resource management during the accident sequence; (2) the fortuitous use of an airplane that was equipped for an extended overwater flight, including the availability of the forward slide/rafts, even though it was not required to be so equipped; (3) the performance of the cabin crewmembers while expediting the evacuation of the airplane; and (4) the proximity of the emergency responders to the accident site and their immediate and appropriate response to the accident.""",,Initial climb,Passenger - Scheduled,"New York-La Guardia Airport, NY (LGA/KLGA)","Charlotte-Douglas International Airport, NC (CLT/KCLT)",,"off Weehawken, NJ [Hudson River, NY] -United States of America",BIRD,Bird Strike,0.95,"The report describes an incident where the aircraft experienced a loss of thrust in both engines after encountering a flock of birds, leading to a subsequent ditching on the Hudson River. The primary cause of the occurrence was the ingestion of large birds into each engine."
16 Jan 2009,Beechcraft 100 King Air,C-GNAA,SkyNorth Air,0,"Island Lake, MB (CYIV)","The crew of a Skynorth Air Ltd Beech 100 was on a re-positioning flight from Thompson, MB, to Island Lake. On arrival in the Island Lake area, the crew commenced an instrument approach to runway 12. During the approach, the aircraft descended and the crew carried out a missed approach. During the missed approach, the aircraft struck a tree. The crew continued the missed approach and returned for a landing at Island Lake without further incident. No injuries were reported. The aircraft sustained damage to the wing leading edge and underside, and to its landing gear doors.FINDINGS AS TO CAUSES AND CONTRIBUTING FACTORS:1. The crew conducted an Area Navigation (RNAV) approach for which they were not trained, with an aircraft that was not properly equipped nor approved for such purpose.2. The aircraft descended 300 feet below the minimum descent altitude (MDA) as a result of a number of lapses, errors and adaptations which, when combined, resulted in the mismanaged approach.3. The aural warning on the aircraft's altitude alerter had been silenced prior to the approach, which precluded it from alerting the crew when the aircraft descended below minimum descent altitude.4. The SkyNorth standard operating procedures for conducting a non-precision approach were not followed, which resulted in the aircraft descending below the minimum descent altitude. During the ensuing missed approach, the aircraft struck trees.",,Approach,Ferry/positioning,"Thompson Airport, MB (YTH/CYTH)","Island Lake/Garden Hill Airport, MB (YIV/CYIV)",,"Island Lake, MB (CYIV) -Canada",CTOL,Collision with Obstacle(s) During Takeoff and Landing,0.95,"The report describes an incident where the aircraft struck a tree during a missed approach, which falls under the category of collision with obstacles during the landing phase."
16 Jan 2009,IAI 1126 Galaxy,YR-TIG,Ion Tiriac Air,0,Oradea Airport (OMR),"The Galaxy corporate jet sustained substantial damage in a runway excursion accident after landing at Oradea Airport (OMR), Romania.The en-route flight from Bucharest-Otopeni Airport to OMR and the approach flight were uneventful. The ILS approach to runway 19 was stabalized and the pilot-in-command took over the control of the aircraft, with the runway in sight. The aircraft touched down at 761m past the threshold of runway 19. The remaining runway length for braking was insufficient and resulted in the aircraft leaving the runway. After a roll of 450m, it came to a transverse stop on a drainage channel near the airport. The passengers did not suffer any injuries.Causes of the accidentThe contributing cause:(1) - The contrast, between the covered area and the area cleared of snow, induced the pilots to visual sensation of - runway threshold.Determining cause:(1) - Long landing. Incorrect calculation of the contact point.",,Landing,Executive,Bucharest-Otopeni International Airport (OTP/LROP),Oradea Airport (OMR/LROD),,Oradea Airport (OMR) -Romania,RE,Runway Excursion,0.95,"The report describes an incident where the aircraft departed the runway surface during landing, which aligns with the definition of a runway excursion."
19 Jan 2009,Fokker 100,EP-CFN,"Iran Air, lsf Chabahar Airlines",0,Tehran-Mehrabad Airport (THR),"Fokker 100 EP-CFN was operated on an Iran Air flight from Ardabil (ADU) to Tehran-Mehrabad (THR). After landing on runway 29L, the right hand main landing gear broke. The airplane went off the right side of the runway, coming to rest between taxiways 8 and 10.",,Landing,Passenger - Scheduled,Ardabil Airport (ADU/OITL),Tehran-Mehrabad Airport (THR/OIII),,Tehran-Mehrabad Airport (THR) -Iran,RE,Runway Excursion,0.95,The aircraft departed the side of the runway after the right hand main landing gear broke during the landing phase.
20 Jan 2009,Bombardier BD-700-1A11 Global 5000,C-GERS,Bombardier Aerospace,0,"Wichita-Mid-Continent Airport, KS (ICT)",A Bombardier Global 5000 was conducting static engine ground runs at Wichita (ICT). During this test the airplane ran into a blast fence. The nose burst through the fence.,,Standing,Test,-,-,,"Wichita-Mid-Continent Airport, KS (ICT) -United States of America",LOC-G,Loss of Control - Ground,0.95,"The incident involved the aircraft losing control while on the ground during static engine ground runs, resulting in a collision with a blast fence."
27 Jan 2009,Cessna 560 Citation V,OE-GAA,Tyrol Air Ambulance,0,Novosibirsk-Tolmachevo Airport (OVB),"The Cessna 560 jet was en route from Innsbruck (INN), Austria to the Siberian city of Barnaul (BAX) with intermediate stops at Moscow-Sheremetyevo (SVO) and Chelyabinsk (CEK). Approaching Barnaul, the crew were not able to obtain a main landing gear down and locked indication. The diverted to Novosibirsk-Tolmachevo Airport (OVB) where three fly-bys were flown. Airport personnel confirmed that the main landing gear was not down. The crew then carried out a forced landing. According to Russian press reports the plane belonged to Tyrol Air Ambulance.",,Landing,Ambulance,Chelyabinsk Airport (CEK/USCC),Barnaul Airport (BAX/UNBB),,Novosibirsk-Tolmachevo Airport (OVB) -Russia,ARC,Abnormal Runway Contact,0.95,"The report describes a situation where the aircraft had to perform a forced landing due to the main landing gear not being down and locked, which is indicative of abnormal runway contact."
27 Jan 2009,ATR 42-320,N902FX,"FedEx Feeder, opb Empire Airlines",0,"Lubbock Preston Smith International Airport, TX (LBB)","Empire Airlines flight CFS8284 departed Fort Worth Alliance Airport, TX (AFW) at 03:21 CST on a cargo flight to Lubbock Preston Smith International Airport, TX (LBB). Weather at Lubbock was poor with an overcast at 500 feet, freezing drizzle and mist.The aircraft encountered icing conditions while en route to Lubbock. And although the airplane accumulated some ice during the flight that degraded its performance, the NTSB determined that the aircraft could have landed safely had the airspeed been maintained.During the approach to Lubbock runway 17R, at about 1400 feet above the ground and about 90 seconds from the runway, the captain indicated a flight control problem saying, ""We have no flaps."" Although the crewmembers had been trained to perform a go-around and refer to a checklist if a flap problem occurred during an approach, the captain chose to continue the approach as he attempted to troubleshoot the flap anomaly while the first officer flew the plane. Neither flight crewmember adequately monitored the airspeed, which decayed to the extent that the stick shaker activated, which warned of an impending aerodynamic stall.The captain continued the unstabilized approach even though he received additional stick shaker activations and an aural ""pull up"" warning from the terrain awareness and warning system (TAWS). At that point, the plane was descending at a rate of over 2,000 ft per minute.Although procedures for responding to either the stick shaker or the TAWS warning require the immediate application of maximum engine power, the captain did not apply maximum power until 17 seconds after the TAWS warning. Seconds after maximum power was applied, the airplane entered an aerodynamic stall and crashed.PROBABLE CAUSE: ""The National Transportation Safety Board determines that the probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance.""",,Landing,Cargo,"Fort Worth Alliance Airport, TX (AFW/KAFW)","Lubbock Preston Smith International Airport, TX (LBB/KLBB)",,"Lubbock Preston Smith International Airport, TX (LBB) -United States of America",LOC-I,Loss of Control - In Flight,0.95,"The report describes a loss of control while the aircraft was in flight, specifically an aerodynamic stall at low altitude due to the flight crew's failure to maintain a minimum safe airspeed during an instrument approach in icing conditions."
27 Jan 2009,Boeing 747-446,JA8074,Japan Airlines (JAL),0,4 NM East of Anyang VOR,"Japan Airlines flight JL950, a Boeing 747-400, was climbing to airway G597, when the service cart of the upper deck cabin slid at an altitude of 7,000 feet near Anyang VOR causing hot beverage on the cart to be spilt over and a serious injury to a passenger.",,En route,Passenger - Scheduled,Seoul-Incheon International Airport (ICN/RKSI),Tokyo-Narita Airport (NRT/RJAA),,4 NM East of Anyang VOR -South Korea,CABIN,Cabin Safety Events,0.95,"The incident involved a service cart in the cabin causing a hot beverage spill and resulting in a serious injury to a passenger, which falls under cabin safety events."
30 Jan 2009,McDonnell Douglas C-17A Globemaster III,96-0002,United States Air Force - USAF,0,Bagram Air Base (BPM),"The C-17 touched down at Bagram Air Base with its landing gear retracted. The aircraft suffered significant damage to its belly and a small fire broke out as a result of the mishap. There were no reported injuries.The airplane operated on a support flight from Al Udeid Air Base, Qatar. The copilot was pilot flying from cruise until 28 seconds prior to landing under direction of the commander, a certified flight instructor. The commander took over control on short final to improve landing position. He landed the plane gear-up approximately 2800 feet pas the beginning of the runway. The airplane slid 4528 feet before coming to rest.The accident investigation board president found clear and convincing evidence that Mishap Pilot (MP)'s and Mishap Copilot 1 (MCP1)'s failure to lower the landing gear and confirm proper aircraft landing configuration in accordance with the ""Before Landing Checklist"" caused the mishap.The accident investigation board president also found evidence that aircrew distractions, task saturation, reduced cockpit visual cues, failure to cross-monitor each other's performance, Tower's failure to transmit a required reminder and the Mishap Crew (MC)'s inadvertent disabling of the Ground Proximity Warning System alerts were substantially constributing factors.",,Landing,Military,Al Udeid Air Base (XJD/OTBH),Bagram Air Base (OAI/OAIX),,Bagram Air Base (BPM) -Afghanistan,ARC,Abnormal Runway Contact,0.95,"The report describes a landing incident where the aircraft touched down with its landing gear retracted, resulting in significant damage and a small fire. This fits the description of abnormal runway or landing surface contact, specifically a gear-up landing."
1 Feb 2009,Airbus A320-232,,IndiGo Airlines,0,Delhi-Indira Gandhi International Airport (DEL),"At 17.15, the pilot of the Indigo flight 664 reported to Air Traffic Control that there were a couple of passengers who were behaving aggressively and threatening to hijack the plane. The plane was given priority and it landed at 17.29. The plane was taken to an isolated area of the Delhi Airport and was cordoned off by the National Security Guard (NSG) and Central Industrial Security Force (CISF).One man on board the flight was prevented by a cabin crew from changing seat when the aircraft was descending for landing. He then claimed he had a gun and an infectious needle, police said, adding he also threatened the cabin crew by claiming he was also involved in the Indian Airlines flight 814 hijacking case of 1999, which forced them to inform the pilot, who gave a distress call for emergency landing.The accused has been booked under sections 336 (Act endangering life and personal safety of others) and section 506 (punishment for criminal intimidation) of Indian Penal Code and Suppression of Unlawful Act Against Safety Of Civil Aviation Act, 1982.",,En route,Passenger - Scheduled,Goa-Dabolim Airport (GOI/VAGO),Delhi-Indira Gandhi International Airport (DEL/VIDP),,Delhi-Indira Gandhi International Airport (DEL) -India,SEC,Security Related,1.0,"The report describes an incident involving a passenger threatening to hijack the plane, which falls under occurrences related to unlawful interference, hijacking, sabotage, or security threats."
