Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
10 Jan 2011,Airbus A320-216,9M-AHH,AirAsia,0,Kuching Airport (KCH),"An AirAsia Airbus A320-216 passenger jet, registered 9M-AHH, sustained substantial damage in a runway excursion accident at Kuching Airport (KCH), Malaysia. All 123 passengers and six crew members survived. The airplane operated on flight 5218 from Kuala Lumpur Subang International Airport (KUL) to Kuching Airport (KCH).The flight landed on Kuching's runway 25 in heavy rain around but skidded to the right and went off the side of the runway. It came to rest in the grass with the nose gear dug in or collapsed.According to AirAsia the aircraft landed at 20:02. Media reports indicate the accident happened around 22:00, which seems more likely given the scheduled departure time of AK5218 of 19:40.",,Landing,Passenger - Scheduled,Kuala Lumpur Subang International Airport (KUL/WMKK),Kuching Airport (KCH/WBGG),,Kuching Airport (KCH) -Malaysia,RE,Runway Excursion,0.95,"The report describes an incident where the aircraft skidded off the side of the runway during landing, which is consistent with the definition of a runway excursion."
14 Jan 2011,Boeing 767-333ER,C-GHLQ,Air Canada,0,over North Atlantic Ocean,"Air Canada flight AC878, a Boeing 767-333ER. experienced a 46-second pitch excursion while en route at night over the North Atlantic Ocean.This resulted in an altitude deviation of minus 400 feet to plus 400 feet from the assigned altitude of 35 000 feet above sea level. Fourteen passengers and 2 flight attendants were injured. The seatbelt sign had been selected “on” approximately 40 minutes prior to the pitch excursion. The flight continued to destination whereupon 7 passengers were sent to hospital and were later released.Findings as to Causes and Contributing Factors1. The interrupted sleep obtained by the first officer prior to the flight increased the likelihood that rest would be needed during the overnight eastbound flight.2. The first officer slept for approximately 75 minutes which likely placed the first officer into slow-wave sleep and induced longer and more severe sleep inertia.3. The first officer was experiencing a circadian low due to the time of day and fatigue due to interrupted sleep which increased the propensity for sleep and subsequently worsened the sleep inertia.4. By identifying the oncoming aircraft, the captain engaged the first officer (FO) before the effects of sleep inertia had worn off.5. Under the effects of sleep inertia, the first officer perceived the oncoming aircraft to be on a collision course and pushed forward on the control column.6. The frequency of training and depth of the training material on fatigue risk management to which the flight crew were exposed were such that the risks associated with fatigue were not adequately understood and procedures for conducting controlled rest were not followed by the flight crew.7. Although the seatbelt sign was on and an announcement about potential turbulence was made, several passengers were injured during the event because they were not wearing their seatbelt.",,En route,Passenger - Scheduled,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",Zürich-Kloten Airport (ZRH/LSZH),,over North Atlantic Ocean -Atlantic Ocean,AMAN,Abrupt Maneuver,0.95,"The report describes an intentional maneuver by the first officer to avoid a perceived collision with an oncoming aircraft, resulting in a significant pitch excursion and altitude deviation. This fits the definition of an abrupt maneuver to avoid a collision."
14 Jan 2011,Beechcraft B200 Super King Air,PR-ART,CMN Construtora Meio Norte,6,"near Senador Canedo, GO","A Beechcraft 200 Super King Air, PR-ART, was destroyed when it impacted a hillside near Senador Canedo City, GO, Brazil, while approaching GoiÃ¢nia-Santa Genoveva Airport, GO (GYN). The pilot and five passengers were fatally injured. The flight originated at BrasÃ­lia-Presidente Juscelino Kubitschek International Airport, DF (BSB).During a VOR approach to runway 32 in heavy rain, the airplane impacted Santo AntÃ´nio Hill, 11 km short of the runway.Contributing Factors (translated from Portuguese)- Obesity - undeterminedFactors such as obesity and sedentary lifestyle, associated with the high workload in the moments before the collision with the hill, may have contributed to the fact that the task requirement in the final approach exceeded safety margins, leading to a wrong decision of the pilot.- Attitude - unspecifiedIn facing adverse weather conditions and knowing that previous landing aircraft had better visibility at altitude below 3,500 feet in the final approach of the VOR procedure, the pilot may have raised the level of confidence in the situation to the point of continuing descent without considering the risk involved.- Emotional state - undeterminedThe conditions that were present in the final phase of the flight may have raised the level of tension in the cabin to the point of compromising the management of the situation by the pilot, who left the task of communicating to the passenger.- Decision-making processWhen considering that the pilot decided to descend from the minimum altitude to achieve visual conditions, it can be assumed that his decision, probably influenced by the experiences of previous aircraft, was made without adequately assessing the risks involved and without considering the option of flying IFR, taking in view of local weather.In addition, the pilot's decision-making process may have been compromised by the lack of information about the Morro de Santo AntÃ´nio in the approach letter - publication of aid for the pilot in flight.- Adverse weather conditions - contributedThe images provided by the primary radar of the AnÃ¡polis Control (APP-AN) indicated the existence of strong cloudiness associated with heavy formations in the final approach of the VOR procedure. These conditions influenced the occurrence, causing the collision of the aircraft against the Morro de Santo AntÃ´nio, independently of the hypotheses raised in the investigation.- Navigation deviation - contributedThe final approach on course 320 Â° (instead of the expected 325 Â°) led the aircraft to line up with the hill where the collision occurred.- ATS Publication - undefinedMorro de Santo AntÃ´nio, an obstacle to control the final approach in which the aircraft collision occurred, was not identified in the VOR approach letter for lane 32, as anticipated by CIRTRAF 100-30, a fact that may have contributed to a possible reduction of situational awareness.",,Approach,Executive,"BrasÃ­lia-Presidente Juscelino Kubitschek International Airport, DF (BSB/SBBR)","GoiÃ¢nia-Santa Genoveva Airport, GO (GYN/SBGO)",,"near Senador Canedo, GO -Brazil",CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain (Santo Antônio Hill) during the approach phase without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
17 Jan 2011,Convair CV-340-71,N8277Q,Tiger Contract Cargo,0,Saint Thomas-Cyril E. King Airport (STT),"A Convair 340-71 cargo plane, N8277Q, experienced an in-flight fire aft of the left engine shortly after takeoff from Cyril E. King Airport (STT), Saint Thomas, U.S. Virgin Islands.The flight was cleared for takeoff from runway 28 at Saint Thomas Airport at 07:47 hours local time.At 07:48:44, the local controller advised the flightcrew, ""Convair seven seven quebec observe a lot of smoke coming from your left engine are you in need of any assistance sir"", to which the captain (pilot not flying) stated, ""ah no we are fine..."" The captain attributed the smoke trailing from the left engine to the age of the airplane.The crew then switched frequencies to San Juan Combined En Route Approach Control (San Juan CERAP). Upon receiving a message from the local controller at Saint Thomas, CERAP reported to the flight crew that flames were now observed on the left hand engine.After being notified of the fire, the co-pilot reported they checked the engine instruments and did not have any indication of a fire. About that time the owner of the company who was airborne in another airplane told them they needed to return. The captain ordered the co-pilot to go into the cabin to visually look at the left engine and after returning to the cockpit informed the captain there was a fire. The captain advised that he executed the procedures for fire checklist and secured the left engine but the fire continued. The flight returned for landing at Saint Thomas, and at 07:50:50, the pilot of a company airplane reported, ""...you definitely have a fire going.""The flight continued towards Saint Thomas and ATC communications were transferred to STT ATCT. At 07:53:21, the flight was cleared to land. The captain later reported that while returning to Saint Thomas, he noticed an issue with the left aileron which the co-pilot assisted with. The airplane was landed on runway centerline at 90 knots, but the flightcrew were unable to stop the airplane. The captain also reported that there was no steering, the brakes were not working properly. During the landing roll the airport fire rescue vehicles followed the airplane while attempting to extinguish the fire and avoiding debris that was separating from the airplane. The airplane departed the right side of the runway, crossed a taxiway and a perimeter road, then went through the airport perimeter fence and came to rest upright with the nose section over a public road outside of the airport property.After the airplane came to rest, the flightcrew exited the airplane from the overwing exits, and the fire rescue vehicles converged on the airplane and extinguished the fire.PROBABLE CAUSE: ""The captainÂs decision to continue the flight with the left engine backfiring, resulting in an engine fire shortly after takeoff. Contributing to the accident were the captainÂs decision to continue the flight following a report of black smoke trailing the airplane and in-flight fire damage to the left wheel brake system, resulting in a loss of directional control during an emergency landing.""",,Initial climb,Ferry/positioning,Saint Thomas-Cyril E. King Airport (STT/TIST),San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU/TJSJ),,Saint Thomas-Cyril E. King Airport (STT) -U.S. Virgin Islands,F-NI,Fire/Smoke (Non-Impact),0.95,"The report describes an in-flight fire in the left engine that was not the result of an impact. The fire continued despite the crew's efforts to extinguish it, leading to an emergency landing."
17 Jan 2011,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GNNP,Liard Air,0,"Muncho Lake/Mile 462 Seaplane Base, BC","Three aircraft were destroyed in a hangar fire at Muncho Lake/Mile 462 Seaplane Base, Canada. A generator in the hangar caught fire. Without power the operator was not able to open the hangar door. Aircraft destroyed were: C-GUGE Cessna A185F, C-GUDK DHC-2 Beaver Mk 1, C-GNNP DHC-3T Otter.",,Standing,-,-,-,,"Muncho Lake/Mile 462 Seaplane Base, BC -Canada",F-NI,Fire/Smoke (Non-Impact),0.95,"The report describes a fire in a hangar that destroyed three aircraft. The fire was not the result of an impact, fitting the description of the 'Fire/Smoke (Non-Impact)' category."
19 Jan 2011,Cessna 208B Grand Caravan,5Y-OER,Airworks Kenya Ltd,0,Tharjath Airstrip,,,Take off,Cargo,Tharjath Airstrip,,,Tharjath Airstrip -South Sudan,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
20 Jan 2011,de Havilland Canada DHC-6 Twin Otter 300,FAE449,Fuerza Aérea Ecuatoriana,6,El Capricho area,"A de Havilland Canada DHC-6 Twin Otter 300 plane, serial FAE449, was damaged beyond repair in an accident at El Capricho area, Ecuador.The airplane was serving isolated communities of the Amazon, as part of a special economic air program of the ECORAE - Instituto para el Ecodesarrollo Regional AmazÃ³nico.",,En route,Military,Pastaza-Shell Mera Airport (PTZ/SESM),Tena Airport (SETE),,El Capricho area -Ecuador,CFIT,Controlled Flight Into Terrain,0.85,"The report indicates that the aircraft was damaged beyond repair in an accident while en route, which suggests an in-flight collision with terrain without indication of loss of control."
21 Jan 2011,Cessna 208B Grand Caravan,PR-RMI,RIMA Táxi Aéreo,0,Rio Branco International Airport (RBR/SBRB),"While on approach to Rio Branco after a 1 Hour and 20 Minute flight carrying cargo, the crew began to decrease power. As they neared the runway the crew noticed the engine throttle was too low. By the time they noticed this the aircraft began to stall. The aircraft impacted terrain near the airport. The aircraft slid into a forest before stopping.",,Approach,Cargo,"TarauacÃ¡ Airport, AC (TRQ/SBTK)","Rio Branco-PlÃ¡cido de Castro International Airport, AC (RBR/SBRB)",,Rio Branco International Airport (RBR/SBRB) -Brazil,CFIT,Controlled Flight Into Terrain,0.95,The aircraft impacted terrain near the airport during the approach phase without indication of loss of control.
27 Jan 2011,Fokker F-27 Friendship 500CRF,5X-FFD,Fly540,0,Nairobi-Wilson Airport (WIL),"A Fokker F-27 cargo plane sustained substantial damage in a runway excursion accident at Nairobi-Wilson Airport (WIL), Kenya. All four crew members sustained minor injuries.The aircraft was conducting a post-maintenance test flight when the crew aborted the takeoff from runway 07. The aircraft overran the runway, went through the perimeter fence, collapsed the nose wheel, and ended up in a maize field.The accident occurred during the second takeoff attempt after the first attempt was aborted.",,Take off,Test,Nairobi-Wilson Airport (WIL/HKNW),Nairobi-Wilson Airport (WIL/HKNW),,Nairobi-Wilson Airport (WIL) -Kenya,RE,Runway Excursion,0.95,"The aircraft departed the end of the runway surface during takeoff, which is consistent with the definition of a runway excursion."
30 Jan 2011,Gulfstream G-IV,N127DK,Prime Aviation Pty. Ltd.,0,Papeete-Faaa Airport (PPT),"The Gulfstream G-IV, N127DK, sustained substantial damage when the aircraft collided with ground handling equipment at Papeete-Faaa Airport, Tahiti.The aircraft ran over a belt loader and impacted an air stairs vehicle with the left hand wing. The right hand wing impacted a cargo truck and the nose of the aircraft came in contact with a cargo container.",,Taxi,Executive,,Papeete-Faaa Airport (PPT/NTAA),,Papeete-Faaa Airport (PPT) -French Polynesia,RAMP,Ground Handling,0.95,"The incident occurred during taxi and involved collisions with ground handling equipment, which falls under the Ground Handling category."
