Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
15 Jan 2003,Dassault Falcon 900,N11WM,Pistol Creek Financial Co.,0,west of HERZO intersection,"The Dassault Aviation Falcon 900EX, crewed by two airline transport rated pilots, and accompanied by four passengers, had departed  Boeing Field, Seattle, Washington, en route to Honolulu International airport, Honolulu, Hawaii. The aircraft climbed to FL 340 and was then cleared to FL 360 as it progressed along airway A332. As the flight proceeded, it encountered intermittent light to occasionally moderate turbulence and the crew made repeated requests for a higher altitude through Air Traffic Control, but the requests were not approved. A little more than half way into the flight, the aircraft's track began to converge obliquely with a cold frontal system extending southwest through the Hawaiian Islands, and the aircraft encountered headwinds of more than 100 knots approximately 30 degrees right of the aircraft's track. Approximately 4 hours 17 minutes into the flight, the aircraft was operating in the tops of clouds with good visibility when a passenger and her attendant left their seats to use the lavatory located in the rear of the aircraft. During this time the aircraft encountered moderate turbulence for a period of ten seconds or less and the attendant sustained a fractured ankle. Immediately following the event the crew requested and received approval for a climb to FL 370.Probable Cause:The aircraft's encounter with moderate turbulence in cruise.",,En route,Private,"Seattle-Boeing Field International Airport, WA (BFI/KBFI)","Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)",,west of HERZO intersection -Pacific Ocean,TURB,Turbulence Encounter,0.95,"The report describes an encounter with moderate turbulence during the en route phase, resulting in an injury to a passenger's attendant."
17 Jan 2003,British Aerospace 3101 Jetstream 31,CP-2404,Servicio Aéreo Vargas España - SAVE,0,Yacuiba Airport (BYC),"The right engine experienced a loss of engine power at V2 during the takeoff roll. The flight crew continued the takeoff and elected to return to the same runway for a single-engine landing. During the emergency landing the airplane overran the departure end of the runway 20, impacted brush and trees, and came to rest 50-meters from the departure end of the runway.The runway at Yacuiba measured 1840 x 45 meters. However, due to maintenance works the runway was restricted to 1445 x 24 meters.PROBABLE CAUSE: (translated from Spanish)The Directorate General of Civil Aviation, determined that the probable cause of the accident was speeding on landing, delayed application of the brakes, and the restricted length of the runway required under those conditions. Contributing factors were the landing weight, the aircraft configuration, the direction and intensity of the wind and the inadequate training.",,Take off,Passenger - Non-Scheduled/charter/Air Taxi,Yacuiba Airport (BYC/SLYA),Santa Cruz-El Trompillo Airport (SRZ/SLET),,Yacuiba Airport (BYC) -Bolivia,RE,Runway Excursion,0.95,"The aircraft overran the departure end of the runway during an emergency landing, which is a clear indication of a runway excursion event."
17 Jan 2003,Antonov An-24B,ER-AFT,"Aerocom, lsf Tiramavia",7,near Ndjolé,"The Antonov, owned by a company from Cameroon, was registered in Moldova. The aircraft had been leased to the Congolese company Pont Aviation Limited, but the contract was cancelled after the company ran into financial difficulties and the Antonov was to be transferred to another Congolese company. Over Gabon the navigation equipment failed. The pilot circled the town of NdjolÃ© four times, and on the fifth he crashed into a wooded hillside.",,En route,Ferry/positioning,Brazzaville-Maya Maya Airport (BZV/FCBB),Douala Airport (DLA/FKKD),,near NdjolÃ© -Gabon,CFIT,Controlled Flight Into Terrain,0.9,"The aircraft crashed into a wooded hillside without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
17 Jan 2003,Fokker F-28 Fellowship 4000,HC-BMD,TAME Ecuador,0,Quito-Mariscal Sucre Airport (UIO),"TAME Flight 120 was a regular flight from Quito to Cali with an intermediate stop at TulcÃ¡n. The aircraft taxied to runway 35, a 3120 metres long asphalt runway, and the crew was cleared for takeoff at 09:39. At a point 2110 metres down the runway, while the airplane was accelerating through 125 kts IAS, both tires of the left hand main undercarriage blew. The takeoff was abandoned and the pilots managed to keep the airplane on the runway. As it overran the end of the runway, the nose gear collapsed. The aircaft came to rest 81 metres past the end of the runway. A small fire erupted in the area of the left hand main gear. This was quickly contained by the fire service.CAUSA PROBABLE: ""La Junta Investigadora de Accidentes estima que la probable causa de este suceso fue la falta de una positiva respuesta a la acciÃ³n de frenado, asociada con la explosiÃ³n de los neumÃ¡ticos 1 y 2 del tren principal izquierdo durante la carrera de despegue."" (The lack of a positive response to use the brakes following the explosion of tires nr 1 and 2 of the left main undercarriage during the take-off run.)",,Take off,Passenger - Scheduled,Quito-Mariscal Sucre Airport (UIO/SEQU),TulcÃ¡n Airport (TUA/SETU),,Quito-Mariscal Sucre Airport (UIO) -Ecuador,RE,Runway Excursion,0.95,"The aircraft overran the end of the runway during an aborted takeoff, which is consistent with the definition of a runway excursion."
17 Jan 2003,Fokker 50,PH-FZE,"Air Nostrum, lsf Denim Air",0,Melilla Airport (MLN),"Flight 8276 was being operated by Denim Air, under a wet-lease agreement with Air Nostrum. The Fokker took off from MÃ¡laga at 11:32 for a cross-Mediterranean flight to the Spanish enclave of Melilla. The aircraft climbed to its assigned cruising altitude of FL130. After contacting Melilla tower at 11:48 the crew were told to start the descent on their own discretion and to expect a runway 33 approach. A company flight was second on approach and requested runway 15 for landing. The ATC asked the crew of PH-FZE ""would you admit to use one five or do you prefer to keep on runway three three?"" The question was repeated and it took some time for the crew of PH-FZE to answer: ""We can accept runway one five"" at 11:56. They were then cleared to runway 15 with wind 250Â° and 11 kt. Four minutes later the aircraft was cleared to land with wind 240Â° at 12 kt varying between 210Â° and 300Â°. Due to the runway change, the pilot in command had decided to land with flaps 35Â° and a reference speed of 95 KIAS. The aircraft made some S-turns to lose altitude because it was a little high in the approach path. The airplane overflew the displaced threshold of runway 15 at approximately 15 ft. During the landing, the pilot in command realised that he could not engage the propeller ground idle/reverse, he said ""I have no reverse"" and applied brakes in an attempt to stop the aircraft. Later on, the co-pilot also applied brakes. During the landing roll the aircraft did not decelerate as expected. The wheel number 3 became locked and was deflated by a flat spot. The aircraft started to veer to the left of the runway until wheel number 1 left the runway at around 150 m before the end of the 1347 m long runway. The Fokker continued down an embankment of around 15 m in height and came to rest against the airport perimeter fence. The fuselage broke near seat rows 6 to 8, and the floor was heavily deformed between those rows. After the aircraft came to a stop, the captain had been injured, and the crew members were frozen for a while, until the flight observer pilot who was in the jump seat stated that the occupants should leave the aircraft immediately and started carrying out the on-ground emergency checklist. He pulled both fire handles and tried to close both fuel levers, but he was unable to close those levers. Then the captain turned on the evacuation lights. In the mean time, after a while and in absence of commands from the cockpit, the rear flight attendant instructed the passengers, who were all seated in the rear part of the cabin, to leave the aircraft through door 2R, which opened without problem.CAUSES: ""It is considered that the accident probably happened because of a combination of three factors:1. An unstable approach that resulted in a higher than normal touchdown speed.2. The inability to select propeller reverse due to the probable tripping of the circuit breaker FLIGHT IDLE SOLENOID 1 & 2 before or at touchdown.3. The cross connection of the wheel speed transducer wire harness of wheels 3 and 4, which, due to heavy braking, produced a flat spot in wheel 3 and reduced the braking capability of wheel 4.""",,Landing,Passenger - Scheduled,MÃ¡laga Airport (AGP/LEMG),Melilla Airport (MLN/GEML),,Melilla Airport (MLN) -Spain,RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during landing and continued down an embankment, which is consistent with the definition of a runway excursion."
17 Jan 2003,Beechcraft 1900C,C-GSKG,Skylink Express,0,"St. John's Airport, NL (YYT/CYYT)","The Beech 1900C aircraft was turning into a parking spot on the Shell Aero ramp at the St. John's Airport and when the aircraft was part way through the turn, and broadside to a 30 knot wind, the aircraft began to slide sideways. The crew added engine power but were unable to prevent the aircraft from contacting a Canadian Forces Hercules aircraft that was parked on the ramp.The Beech 1900C sustained substantial damaged to the vertical fin on the lower left side of the horizontal stabilizer as well as to the left outboard trailing edge corner of the elevator. The damage to the Hercules was limited to a foot long shallow dent on the leading edge of the left wing outboard of the number 1 engine.",,Taxi,Cargo,,"St. John's Airport, NL (YYT/CYYT)",,"St. John's Airport, NL (YYT/CYYT) -Canada",GCOL,Ground Collision,0.95,The incident involved a collision between two aircraft while on the ground during taxiing operations.
18 Jan 2003,Embraer EMB-135LR (ERJ-135LR),N714BZ,American Eagle Airlines,0,"Columbus-Port Columbus International Airport, OH (CMH)",,,Standing,-,-,-,,"Columbus-Port Columbus International Airport, OH (CMH) -United States of America",UNK,Unknown or Undetermined,0.8,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
19 Jan 2003,Boeing 737-8D6,,Air Algérie,0,Algiers-Houari Boumediene Airport (ALG),"Shortly after takeoff at 20:20, the perpetrator demanded that the aircraft be flown to North Korea. The pilot, who claimed that the aircraft did not have enough fuel to fly to the demanded destination, continued to Algiers where rapid intervention by the police of the Houari Boumediene Airport led to the arrest of the perpetrator.",,En route,Passenger - Scheduled,Constantine-Ain el Bey Airport (CZL/DABC),Algiers-Houari Boumediene Airport (ALG/DAAG),,Algiers-Houari Boumediene Airport (ALG) -Algeria,SEC,Security Related,0.95,"The report describes an unlawful interference involving a demand to divert the aircraft to a different destination, which falls under the security-related occurrences category."
19 Jan 2003,Boeing 757-251,N550NW,Northwest Airlines,0,"New York-La Guardia Airport, NY (LGA)","Two maintenance technicians where on board Northwest Airlines' Airbus A.319 N313NB which was taxied from a maintenance area to Gate 10.When they arrived in the vicinity of gate 10, the mechanic who was steering the plane, activated the parking brake and waited for ground personnel and a jetway operator to arrive. After the ground personnel arrived he released the parking brake. The airplane did not move and he advanced the throttles out of their idle detents ""a couple of inches, about halfway."" The airplane began to move at a ""fairly decent speed,"" and he realized the throttles were still out of the idle detent position. He pulled the throttle back and applied brakes; however, the airplane did not slow and continued until it struck the concrete support column of the jetway, and the left wing contacted the right side of the Boeing 757, parked at gate 9. The nose gear sheared off the Airbus, and the right side of the Boeing sustained a 6-foot long, 2-foot wide gash, just aft of the R1 door.The mechanic estimated that the airplane was about halfway down the parking line when he pulled back the throttles. Initial review of the flight data recorder for the time period surrounding the accident revealed that about 10 seconds after the parking brake was released, the thrust lever angles for both engines were increased to about 17 degrees for about 8 seconds, before they were returned to the idle position. During that time, the engines N1 and N2 speeds increased to about 71, and 85 percent, respectively.PROBABLE CAUSE: ""Maintenance personnel failure to maintain aircraft control as a result of excessive throttle input.""",,Standing,Passenger - Scheduled,"New York-La Guardia Airport, NY (LGA/KLGA)","Minneapolis-St. Paul International Airport, MN (MSP/KMSP)",,"New York-La Guardia Airport, NY (LGA) -United States of America",GCOL,Ground Collision,0.95,"The incident involved a collision with a concrete support column and another aircraft while the aircraft was on the ground, which fits the definition of a ground collision."
19 Jan 2003,Airbus A319-114,N313NB,Northwest Airlines,0,"New York-La Guardia Airport, NY (LGA)","Two maintenance technicians where on board Northwest Airlines' Airbus A319 N313NB which was taxied from a maintenance area to Gate 10.When they arrived in the vicinity of gate 10, the mechanic who was steering the plane, activated the parking brake and waited for ground personnel and a jetway operator to arrive. After the ground personnel arrived he released the parking brake. The airplane did not move and he advanced the throttles out of their idle detents ""a couple of inches, about halfway."" The airplane began to move at a ""fairly decent speed,"" and he realized the throttles were still out of the idle detent position. He pulled the throttle back and applied brakes; however, the airplane did not slow and continued until it struck the concrete support column of the jetway, and the left wing contacted the right side of a Boeing 757-251 (N550NW, parked at gate 9). The nose gear sheared off the Airbus, and the right side of the Boeing sustained a 6-foot long, 2-foot wide gash, just aft of the R1 door.The mechanic estimated that the airplane was about halfway down the parking line when he pulled back the throttles. Initial review of the flight data recorder for the time period surrounding the accident revealed that about 10 seconds after the parking brake was released, the thrust lever angles for both engines were increased to about 17 degrees for about 8 seconds, before they were returned to the idle position. During that time, the engines N1 and N2 speeds increased to about 71, and 85 percent, respectively.PROBABLE CAUSE: ""Maintenance personnel failure to maintain aircraft control as a result of excessive throttle input.""",,Taxi,-,-,-,,"New York-La Guardia Airport, NY (LGA) -United States of America",GCOL,Ground Collision,0.95,The incident involved a collision with a concrete support column and another aircraft while the Airbus A319 was on the ground during taxi operations.
20 Jan 2003,British Aerospace Jetstream 32EP,LV-ZST,Aerovip,0,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)","Struck airport equipment; propeller broke.3.2 CauseAt the end of a regular commercial flight, in the phase of taxiing to the parking position, the aircraft hit a tractor for towing with its left engine due to1) Inadequate coordination in the cockpit.2) Incorrect location and lack of regulatory signalling of the towing tractor.3) Poor visibility from the side windows.Contributing factor:- The position of the sun in relation to the aircraft.- Momentary diversion of the pilot's attention for safety reasons towards the entrance of passengers to an adjacent aircraft.",,Taxi,Passenger - Scheduled,Sauce Viejo,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE)",,"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE) -Argentina",GCOL,Ground Collision,0.95,"The report describes a collision with airport equipment during the taxi phase, which fits the definition of a ground collision."
21 Jan 2003,de Havilland Canada DHC-6 Twin Otter 200,N206EH,ERA Aviation,0,"Kipnuk Airport, AK (KPN)","The captain said that he was landing the airplane on runway 33 with a 15-knot crosswind from his right (about 050 degrees magnetic). During the landing roll, the airplane drifted too far to the left on the ice and frost-covered runway and encountered a snow berm. The collision with the snow berm fractured the nose wheel fork, and a portion of the fork subsequently damaged the fuselage just aft of the nose wheel. Field repairs were made at Kipnuk, and the airplane was ferried to the operator's main repair base in Anchorage.PROBABLE CAUSE: ""The captain's inadequate compensation for crosswind conditions, and his failure to maintain directional control during the landing roll on an icy runway, which resulted in an excursion from the runway and collision with a snow berm. Contributing factors in the accident are a crosswind, an icy runway, and a snow berm.""",,Landing,Passenger - Scheduled,"Bethel Airport, AK (BET/PABE)","Kipnuk Airport, AK (KPN/PAKI)",,"Kipnuk Airport, AK (KPN) -United States of America",RE,Runway Excursion,0.95,"The report describes an incident where the aircraft departed the runway surface during the landing roll, which aligns with the definition of a runway excursion."
23 Jan 2003,Boeing 737-2B7,PK-ALV,Star Air,0,Jakarta-Soekarno-Hatta International Airport (CGK),"The 737 was on an ILS approach to Jakarta-Soekarno-Hatta's runway 25L. The aircraft touched down 500 m past the runway threshold, a little left of the centreline. The aircraft, even before the nose landing gear touched the ground, entered an area of heavy rainfall with associated heavy winds. The plane went off the side of the runway, causing substantial damage to the undercarriage and belly.",,Landing,Passenger - Scheduled,Balikpapan-Sepingan Airport (BPN/WALL),Jakarta-Soekarno-Hatta International Airport (CGK/WIII),,Jakarta-Soekarno-Hatta International Airport (CGK) -Indonesia,RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during the landing phase, which is consistent with the definition of a runway excursion."
