Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
15 Jan 2002,de Havilland Canada DHC-6 Twin Otter 300,XC-FIT,Procuraduría General de la República - PGR,4,Chilpancingo Airport,"While trying to land at Chilpancingo, the Twin Otter apparently went off the runway. The aircraft struck a concrete airport perimeter wall, overturned and caught fire.",,Landing,Executive,Mexico City-Benito JuÃ¡rez International Airport (MEX/MMMX),Chilpancingo Airport (MMCH),,Chilpancingo Airport -Mexico,RE,Runway Excursion,0.95,"The aircraft departed the runway surface during landing, which aligns with the definition of a runway excursion."
16 Jan 2002,Boeing 737-3Q8,PK-GWA,Garuda Indonesia Airways,1,"22,5 km NE of Yokyakarta","Flight 421 departed Mataram around 15:00 and climbed to the cruising altitude of FL310. During the initial descent the crew decided to deviate from the planned route because of thunderstorms along their planned route. At 16:19 the flight encountered an area of severe turbulence and thunderstorm activity with extremely heavy precipitation and hail. The crew attempted to fly towards a gap between two storm cells. About 90 seconds after entering the thunderstorm, as the airplane descended through about FL180 at a flight idle power setting, both engines flamed out. The crew carried out three unsuccessful attempts to restart the engines followed by one unsuccessful attempt to start the auxiliary power unit (APU). The flight crewÂs reported actions to restart the engines and APU however, were contrary to the procedures contained in the Boeing 737 Operations Manual. For instance, they waited only about 1 minute between each restart attempt instead of three minutes.As the airplane descended below an overcast cloud layer at about 8,000 feet, the crew observed the Bengawan Solo River and decided to attempt to ditch the airplane into the river with flaps and landing gear in a shallow, 1 metre deep part of the river. One stewardess did not survive the crash.Similar occurrences (Boeing 737-300 double engine flameout while descending in heavy precipitation with engines at flight idle) happened May 24, 1988 and July 26, 1988. Following these incidents OMB 88-5 and AD 6-14-88 were issued to require minimum rpm of 45% and to restrict the use of autothrust in moderate/heavy precipitation; engine modification was provided for increased capacity of water ingestion.Probable Cause: ""The NTSC determines that the probable causes of the accident were the combination of 1) The aircraft had entered severe hail and rain during weather avoidance which subsequently caused both engines flame out; 2) Two attempts of engine-relight failed because the aircraft was still in the precipitation beyond the enginesÂ certified capabilities; and 3) During the second attempt relight, the aircraft suffered run-out electrical power.""",,Approach,Passenger - Scheduled,Mataram-Selaparang Airport (AMI/WADA),Yogyakarta-Adisutjipto Airport (JOG/WARJ),,"22,5 km NE of Yokyakarta -Indonesia",WSTRW,Windshear or Thunderstorm,0.95,"The report describes the aircraft encountering severe turbulence and thunderstorm activity with extremely heavy precipitation and hail, which led to the engine flameout and subsequent ditching. These conditions are consistent with the 'Windshear or Thunderstorm' category."
17 Jan 2002,Fairchild FH-227E,HC-AYM,Petroproduccion - Unidad de Aviacion,26,Cerro El Tigre,"The FH-227 departed Quito at 10:38 for a 37-minute flight to fly workers to an oil site in the Amazon jungle. The VFR flight was conducted at an altitude of 15,500 feet. At 10:50 the crew contacted the Nueva Loja Tower at Lago Agrio and reported near Olmedo. The Tower controller reported that runway 23 was in use and that the weather included a 6 knot wind at 020 degrees, temperature 29 degrees. The crew were then to have turned from 064 to 094 degrees, direct to Lago Agrio. They failed to do so and continued their present heading. After reporting 50 miles out at 10:59, they were cleared to descend. This was the last contact with the flight. The crew continued their descent until the airplane flew into the fog-shrouded side of El Tigre Mountain at an elevation of 11,916 feet.PROBABLE CAUSE (translated from Spanish): ""The Accident Investigative Board estimates that the probable cause of the accident was LOSS OF SITUATIONAL AWARENESS by the crew, since their attention was focused on aspects that were not related to the flight being executed and therefore neglecting the primary function of flight which is the control of the aircraft and decision making.CONTRIBUTING FACTORS:- Crew failure to maintain a sterile cockpit- The continuous distraction of the crew throughout the flight- The lack of technical documentation in the CIA that supports the operation.- Lack of crew training in CRM, human factors and CFIT- The weather conditions at the time of the accident on Mount El Tigre made it impossible for the crew to see the mountain.- The lack of defence systems on the aircraft (GPWS ground proximity warning system)",,En route,Passenger - Non-Scheduled/charter/Air Taxi,Quito-Mariscal Sucre Airport (UIO/SEQU),Lago Agrio Airport (LGQ/SELA),,Cerro El Tigre -Colombia,CFIT,Controlled Flight Into Terrain,0.95,"The aircraft collided with terrain (El Tigre Mountain) during flight without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
18 Jan 2002,Britten-Norman BN-2A-27 Islander,N616GL,Fly BVI,0,off Beef Island,,,En route,Passenger - Non-Scheduled/charter/Air Taxi,,,,off Beef Island -British Virgin Islands,UNK,Unknown or Undetermined,0.7,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
20 Jan 2002,McDonnell Douglas DC-9-32,N837AT,AirTran Airways,0,"Washington-Dulles International Airport, DC (IAD)","A McDonnell Douglas DC-9-32, N837AT, operated by Air Tran Airways as flight 67, was substantially damaged during pushback at Washington-Dulles International Airport, Virginia. There were no injuries.The flight was destined for Atlanta, Georgia. According to the captain, the ramp was covered with snow and ice, and their gate position required a pushback with a nose swing of about 120 degrees. The airplane had an inoperative APU, and he elected to start both engines at the gate prior to pushback because a single engine crossbleed start would require an N1 of 80 percent on the operative engine. After both engines were started, the pushback was initiated. As the tug neared a 90 degree position to the right side of the nose of the airplane, it started to move forward, and then stopped when it struck the tug, after which the captain set the brakes. The captain added that he had not applied the brakes until after the airplane came to rest.The tug driver reported that he had already pushed back two airplanes that morning with no problems, and that the initial part of the push was without incident. As the airplane entered an area where the ramp was icy, he turned the nose of the airplane to the west. The nosewheels on the airplane started slipping, and he was unable to communicate this to the cockpit crew. He stopped the tug and the airplane slid into the tug.Damage to the airplane consisted of a hole in the right side of the fuselage, located about 3 feet below the bottom of the forward, right side cabin door, and about 4 feet behind the trailing edge of the door. Internally, there was damage to the longerons.The lack of direction from the operator on how to perform pushbacks on an icy ramp, which led to the tug driver positioning the tug at an angle to the nose of the airplane that allowed the airplane to move forward and strike the tug. Factors were the inadequate visual lookout by the walker wearing the headset, and the icy ramp.",,Pushback / towing,Passenger - Scheduled,"Washington-Dulles International Airport, DC (IAD/KIAD)","Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL)",,"Washington-Dulles International Airport, DC (IAD) -United States of America",RAMP,Ground Handling,0.95,"The incident occurred during pushback operations, which is a ground handling activity. The primary factors involved were related to the procedures and conditions during the pushback, including the icy ramp and the positioning of the tug."
21 Jan 2002,Airbus A321-131,JA104A,All Nippon Airways - ANA,0,Hakodate Airport (HKD),"An Airbus A321-131, JA104A, sustained substantial damage in a landing accident at Hakodate Airport (HKD), Japan. There were 87 passengers and six crew members on board. Three cabin attendants sustained minor injuries.All Nippon Airways flight 391 took off from Nagoya Airport (NGO) at 11:53 on a regular domestic flight to Hakodate.After beginning descent from cruise altitude, the aircraft was radar vectored onto the final approach course by the Hakodate Approach Control, and commenced an ILS runway 12 approach at Hakodate Airport.During the approach, the captain assumed the duties of Pilot Not Flying (PNF) while the first officer assumed Pilot Flying (PF) duties.The aircraft encountered light turbulence during the approach. Hakodate Airport Tower reported the wind for runway 12 as 130Â°/28 kt, a strong and slightly right crosswind. Although the approach course and flight path angle of aircraft were both normal during the approach, the aircraftÂs wind shear warning system issued an aural wind shear warning at around 140 m from the runway threshold, at an altitude of 53 ft above ground level (AGL) while the aircraft was flying over the approach lights for runway 12.Although the crew initiated a go-around to recover from the wind shear, the aircraftÂs aft fuselage contacted the runway and as a result substantial damage was sustained. The aircraft continued to go around for recovery from the wind shear after contacted aft fuselage with the runway. The crew made another ILS approach to runway 12, and landed at Hakodate Airport at around 13:21 uneventfully.An external check after arrival found that damage had been sustained to the lower surface of the aft fuselage.PROBABLE CAUSESIn this accident, it is estimated that while on final approach at a height of approximately 100ft AGL, the aircraft encountered severe wind shear and although recovery actions were taken, a sufficient rate of ascent was not attained in time to prevent the lower surface of the aft fuselage striking the runway, resulting in damage to rear frames and the aft pressure bulkhead.Further, the following factors are considered to have contributed to this accident:(1) A delay in engine thrust response to the thrust levers being advanced to recover from the wind shear, combined with a reduced approach speed, meant that an increase in speed could not be obtained immediately. These factors contributed to the fact that sufficient rate of ascent could not be attained in time to prevent the tail strike.(2) Factors contributing to the reduced approach speed were the fact that the first officer, acting as PF, had selected a slightly low value for the final approach speed, and that he reduced thrust in response to an increase in headwind.(3) Factors in the reduction of engine thrust in response to the increase in headwind were because the pilot was operating the thrust levers manually in ""SELECTED SPEED"" mode he was attempting to maintain a constant CAS, and that the flight crew had not adequately anticipated a increasing followed by a continuing drop in wind speed.(4) Regarding the selection of a slightly low value for final approach speed, appropriate consideration was not given to wind speed, and there were concerns over touch down attitude related to high approach speeds.(5) Regarding the fact that appropriate consideration was not given to wind speed, the first officer used a simple calculation formula that did not separately consider the additional airspeed margins to take account of wind speed changes and the head wind component, but that treated these together.(6) Regarding the concerns over aircraft touch down attitude at high approach speeds, the measures described in the operatorÂs AOM for dealing with a nose-down attitude assumed only the case of full flap landings, and the First Officer considered difficulty to land an aircraft with a nose-down attitude.It is considered possible that the low-level wind shear had originated due the effects of ground topography on the surface boundary layer under conditions of strong winds accompanied by gusts.",,Approach,Passenger - Scheduled,Nagoya-Komaki International Airport (NGO/RJNN),Hakodate Airport (HKD/RJCH),,Hakodate Airport (HKD) -Japan,WSTRW,Windshear or Thunderstorm,0.95,"The report describes an incident where the aircraft encountered wind shear during the final approach, leading to a tail strike and substantial damage. The primary contributing factor was the wind shear warning and the subsequent go-around attempt, which aligns with the 'Windshear or Thunderstorm' category."
22 Jan 2002,Fokker F-27 Friendship 400M,FAB-94,Transporte Aéreo Militar - TAM,0,Guayaramerín Airport (GYA),"Seven minutes from GuayaramerÃ­n, the no. 1 engine failed. A single engine approach and landing was carried out. On landing, the Friendship overran the runway through the perimeter fence and a ditch. The nosegear collapsed, the right hand main gear leg separated and the right wing broke.",,Landing,Military,,GuayaramerÃ­n Airport (GYA/SLGY),,GuayaramerÃ­n Airport (GYA) -Bolivia,RE,Runway Excursion,0.95,"The aircraft overran the runway during landing, which fits the definition of a runway excursion."
24 Jan 2002,Cessna 208B Super Cargomaster,N8RQ,Telford Aviation,0,"Waterville-Robert Lafleur Airport, ME (WVL)","Snow fell as the pilot attempted a takeoff from the snow-covered runway 23 at Waterville (WVL) for a cargo flight to Manchester (MHT) on behalf of UPS. The reported wind was 130 degrees from the right at 16, gusting to 24 knots. The pilot selected the runway, in part, because of a 1.2 percent downslope. The pilot rotated the nose of the airplane at 80 knots, and the airplane ""pulled"" to the left. The pilot lowered the nose and reduced power, but the airplane continued to ""slide"" to the left, off the runway, and into 6 to 8 inches (15-20 cm) of snow. It then nosed over, and came to rest inverted.PROBABLE CAUSE: ""The pilot's improper decision to attempt a takeoff from a snow-covered runway with a quartering tailwind.""",,Take off,Cargo,"Waterville-Robert Lafleur Airport, ME (WVL/KWVL)","Manchester Municipal Airport, NH (MHT/KMHT)",,"Waterville-Robert Lafleur Airport, ME (WVL) -United States of America",RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during takeoff and came to rest inverted, which aligns with the definition of a runway excursion."
24 Jan 2002,McDonnell Douglas DC-9-41,N754NW,Northwest Airlines,0,"Indianapolis International Airport, IN (IND/KIND)","A passenger suffered a broken wrist when he fell off the side of the slide during an emergency evacuation.  The airplane was positioned near the end of the runway with the engines shut down during an air traffic control delay.   After approximately 15 minutes, the flightcrew was informed by ground control that they should start their engines, as they would probably be released for takeoff soon.  The captain reported they were unable to start the right engine.  They performed the ""clearing procedure"" and then went on to start the left engine with no problem.  They then attempted to start the right engine again.    Airport Rescue and Firefighting (ARFF) personnel were parked near the airplane reported to air traffic control that there were smoke and flames coming from the right engine.  There were no fire warning indications in the cockpit.  The flightcrew performed the ENGINE FIRE checklist and subsequently discharged both fire suppressant bottles into the engine.  The flightcrew eventually shut down both engines and ARFF requested that the flightcrew begin evacuating the airplane.   All of the passengers were directed to the front of the airplane and the evacuation took place using the 1L and 1R doors.  A witness reported that the injured passenger stepped out of the airplane onto the slide.  The passenger bounced down the slide and went over the side of the slide approximately four to five feet above the ground.  The investigation revealed the engine start fuel scheduling for the Fuel Control Unit was high.  In addition, the ignition exciter box and igniter plugs were tested.  The ignition exciter box was found to operate intermittently on the D.C. circuit which would be used for engine start.Probable Cause: The passenger fell off the side of the slide during the emergency evacuation.  Factors were the emergency evacuation and the erratic ignition exciter.",,Standing,Passenger - Scheduled,"Indianapolis International Airport, IN (IND/KIND)","Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)",,"Indianapolis International Airport, IN (IND/KIND) -United States of America",EVAC,Evacuation,0.95,"The report describes an emergency evacuation due to an engine fire, during which a passenger was injured. This fits the definition of the 'Evacuation' category."
27 Jan 2002,Antonov An-12,T-304,Força Aérea Popular de Angola,5,near Luena,,,Approach,Military,Luanda-4 de Fevereiro Airport (LAD/FNLU),Luena Airport (LUO/FNUE),,near Luena -Angola,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify the occurrence into a specific ICAO category.
28 Jan 2002,Boeing 727-134,HC-BLF,TAME Ecuador,94,27 km NW of Ipiales,"TAME Ecuador flight 120, a Boeing 727, impacted a mountainside while on approach to TulcÃ¡n Airport, Colombia, killing all 94 occupants.TAME Flight 120 was a scheduled flight from Quito to Cali, Colombia via TulcÃ¡n. The Boeing 727 took off from runway 17 at 10:03 for the first leg to TulcÃ¡n. The flight climbed to the cruising altitude of FL180 and proceeded on the G-675 airway towards Ipiales from where it was to turn to TulcÃ¡n. At 10:15 the flight contacted TulcÃ¡n Tower. At that moment the airplane was 29 miles from the TulcÃ¡n NDB. The crew received permission to descend to FL140 and was given the current weather information, which included 8000 metres visibility, few clouds at 200 metres and overcast at 500 metres. The approach procedure called for a speed of 180 kts, but the actual speed was much higher at 230 knots. During the descent the airplane flew into the side of the Nevado el Cumbal Volcano at 14,700 feet, 1400 feet below the summit.PROBABLE CAUSE (translated from Spanish):1) The decision of the instructor captain and his crew to initiate and continue the operation towards Tulcan airport below the meteorological minima established in the company's SOPs.2) Inadequate navigation and operation of the aircraft by the pilot flying and directed by the instructor captain, consisting of entering the holding pattern of the Tulcan radio beacon with a speed of 230 knots indicated airspeed and with a banking of 15 degrees exceeding the maximum stipulated speed limit of 180 knots  during the entire procedure including the holding pattern and using a banking below the recommended range of 25 to 30 degrees, thus exceeding the lateral navigation and obstacle protection limits of the holding pattern, leading this operation to the collision with El Cumbal Hill.",,Approach,Passenger - Scheduled,Quito-Mariscal Sucre Airport (UIO/SEQU),TulcÃ¡n Airport (TUA/SETU),,27 km NW of Ipiales -Colombia,CFIT,Controlled Flight Into Terrain,0.95,"The aircraft impacted a mountainside during approach without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
29 Jan 2002,Antonov An-28,YV-1043CP,Private,0,Kavak Airstrip,The Antonov landed on the dirt Kavak Airstrip which is located in the Canaima National Park. It ran off the side of the runway and sustained substantial damage.,,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Santa Elena Airport (SNV/SVSE),Kavak Airstrip,,Kavak Airstrip -Venezuela,RE,Runway Excursion,0.95,"The aircraft ran off the side of the runway during the landing phase, which fits the definition of a runway excursion."
2 Feb 2002,Dornier Do 28D-2 Skyservant,YV-679C,Transaven,0,"off Isla Larga, Los Roques","A Dornier Do 28D-2 Skyservant turboprop ditched at sea off Isla Larga, Los Roques, Venezuela. The pilot and all twelve passengers were rescued.The flight was forced to ditch following engine problems.",,En route,Passenger - Scheduled,Caracas-SimÃ³n BolÃ­var International Airport (CCS/SVMI),Los Roques Airport (LRV/SVRS),,"off Isla Larga, Los Roques -Venezuela",SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report indicates that the aircraft was forced to ditch due to engine problems, which falls under the category of powerplant system or component failure or malfunction."
