Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
16 Jan 2007,Airbus A320-231,G-VCED,MyTravel,0,Aeropuerto de Tenerife-Sur (Santa Cruz de Tenerife),"The aircraft, an Airbus A-320, with registration G-VCED and owned by My Travel Airways, was parked at stand E22 on the aircraft parking apron at Tenerife South Airport, in preparation for a non-scheduled passenger flight that was to depart at 16:05 en route to Newcastle Airport (United Kingdom).The airportâs ground service company was requested to send a special vehicle to embark passengers with reduced mobility. At 15:30, with some 30 passengers already aboard the aircraft, three female passengers were atop the vehicleâs front platform, along with the driver, who was responsible for raising and lowering the platform, and an assistant who was helping the passengers board the airplane. At that moment the frame that held the platform to the truck broke loose from its upper horizontal and lateral braces (Figure 1), leaving a gap between the platform and the aircraft through which the three passengers fell, resulting in serious injuries to two and slight injuries to the third. The operators were able to hold on to the side rails, and one of them was even able to briefly hold on to the passenger who ended up being slightly injured.The aircraft eventually departed at 17:56, after the injured passengers were taken to a hospital, where two of them had to remain until 25 January.",,Standing,Passenger - Non-Scheduled/charter/Air Taxi,Tenerife-Sur Reina Sofia Airport (TFS/GCTS),Newcastle Airport (NCL/EGNT),,Aeropuerto de Tenerife-Sur (Santa Cruz de Tenerife) -Spain,RAMP,Ground Handling,0.95,"The incident occurred during ground handling operations involving the loading of passengers with reduced mobility onto the aircraft, resulting in injuries due to equipment failure."
17 Jan 2007,Douglas C-54G (DC-4),N82FA,Brooks Air Fuel,0,"8 km W of Nenana, AK","The Douglas C-54 N82FA departed Fairbanks, carrying 3000 gallons of heating fuel for the Nixon Fork Mine. En route the no. 2 engine started running rough. The pilot elected to shut it down and return to Fairbanks. During the shutdown procedure, the engine caught fire. The fire extinguishing system was activated.The crew attempted to divert to Nenana Municipal Airport, AK (ENN), but a forced gear-up landing had to be carried out in the tundra. The left wing was consumed by fire.PROBABLE CAUSE: ""The failure of an engine cylinder during cruise flight, which resulted in an in-flight fire, and subsequent emergency gear-up landing on snow-covered tundra. A factor in the accident was the failure of the fire suppression equipment to extinguish the fire.""",,En route,Cargo,"Fairbanks International Airport, AK (FAI/PAFA)","Nixon Fork Mine, AK",,"8 km W of Nenana, AK -United States of America",SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report describes a failure of an engine cylinder during cruise flight, which led to an in-flight fire and subsequent emergency landing. This aligns with the definition of a powerplant system/component failure or malfunction."
18 Jan 2007,Fokker F-27 Friendship 500RF,TC-MBE,MNG Airlines,0,Coventry-Baginton Airport (CVT),The F-27 was parked at Coventry (CVT) when the tail section was blown into a hangar during stormy weather. The nose section struck ground equipment. The airplane was withdrawn from use and stripped off parts at Coventry.,,Standing,-,-,-,,Coventry-Baginton Airport (CVT) -United Kingdom,ADRM,Aerodrome,0.95,"The incident involved the aircraft being parked at an aerodrome and being affected by stormy weather, resulting in damage due to contact with a hangar and ground equipment. This fits the description of issues associated with aerodrome structures and conditions."
18 Jan 2007,Antonov An-2TP,SP-AOA,Aeroklub Jeleniogórski,0,Jelenia Góra Airport,"A storm (Hurricane Kyrill) blew Antonov 2 SP-FIN upside down and on top of another An-2, SP-AOA, crushing its tail. SP-AOA sustained serious damage to the tail, right hand wings and top centre fuselage.",,Standing,-,,,,Jelenia GÃ³ra Airport -Poland,ADRM,Aerodrome,0.9,The incident involves damage to aircraft caused by a storm while the aircraft were standing at an aerodrome. This fits the description of deficiencies or issues associated with aerodrome property and structures.
18 Jan 2007,Antonov An-2T,SP-FIN,J. Lewandowski,0,Jelenia Góra Airport,"A storm (Hurricane Kyrill) blew Antonov 2 SP-FIN upside down and on top of another An-2, SP-AOA, crushing its tail. SP-AOA sustained serious damage to the tail, right hand wings and top centre fuselage.",,Standing,-,,,,Jelenia GÃ³ra Airport -Poland,ADRM,Aerodrome,0.95,"The incident involves damage to aircraft caused by a storm while the aircraft were on the ground at an aerodrome, which falls under deficiencies or issues associated with aerodrome conditions."
18 Jan 2007,Dornier 228-200,D-ILWS,LGW - Luftfahrtgesellschaft Walter,0,Paderborn-Lippstadt Airport (PAD/EDLP),"While taxiing after landing, the aircraft was hit by wind gusts of 270 degrees at 31-55 kt from behind. The rudder hit the deflection limit several times. Damage was caused to the stops, the bearings and the rudder covering.",,Taxi,Passenger - Scheduled,,Paderborn-Lippstadt Airport (PAD/EDLP),,Paderborn-Lippstadt Airport (PAD/EDLP) -Germany,LOC-G,Loss of Control - Ground,0.95,"The incident occurred while the aircraft was taxiing on the ground and involved loss of control due to wind gusts, leading to damage to the rudder."
22 Jan 2007,ATR 42-500 ?,,Air Botswana,0,Johannesburg-O.R. Tambo International Airport (JNB),"Shortly after takeoff a 26-year-old man jumped up. He carried a bottle of liquid and said if the water touched the lid, it would explode. He also claimed to be a member of al-Qaeda. The flight continued to Johannesburg. When the plane stopped in a secure area far from the terminal, the man insisted on speaking to a police officer. When police boarded the plane, the man was tackled and arrested.",,En route,Passenger - Scheduled,Gaborone-Sir Seretse Khama International Airport (GBE/FBSK),Johannesburg-O.R. Tambo International Airport (JNB/FAOR),,Johannesburg-O.R. Tambo International Airport (JNB) -South Africa,SEC,Security Related,1.0,"The report describes an incident involving a passenger making threats and claiming to be a member of a terrorist organization, which falls under unlawful interference and security threats."
23 Jan 2007,de Havilland Canada DHC-8-315Q Dash 8,PH-DMU,"Air Nostrum, lsf Denim Air",0,Barcelona-El Prat Airport (BCN/LEBL),"The aircraft was on a scheduled passenger flight and was preparing to land at Barcelona Airport. On final approach the crew selected the gear down, but only the main landing gear extended. The nose gear remained retracted. The landing was aborted and the crew tried several times to lower the gear using the normal and then the emergency procedure, but was unable to lower the nose gear. The aircraft landed with the nose landing gear (NLG) up, both NLG doors open and the main landing gear (MLG) down and locked. The aircraft was evacuated on the runway. There were no injuries.CauseThe cause of the accident was the inability to extend the front landing gear, which was jammed after slush, which had entered the wheel well while landing on a contaminated runway at Pamplona airport, froze into several pieces of ice.The slush was not detected during the pre-flight inspection made prior to takeoff",,Landing,Passenger - Scheduled,Pamplona Airport (PNA/LEPP),Barcelona-El Prat Airport (BCN/LEBL),,Barcelona-El Prat Airport (BCN/LEBL) -Spain,ARC,Abnormal Runway Contact,0.9,"The incident involved an abnormal landing where the nose landing gear did not extend, resulting in a gear-up landing with the nose landing gear doors open and the main landing gear down and locked."
24 Jan 2007,Canadair CL-600-2B19 Regional Jet CRJ-200ER,EC-IBM,Air Nostrum,0,Barcelona Airport (BCN),"A Canadair CRJ200ER passenger jet, registration EC-IBM, was on a scheduled passenger flight operated by Air Nostrum, with call sign ANS-8665, from Valladolid Airport (VLL) to Barcelona Airport (BCN). Onboard the aircraft were 40 passengers and a crew of 4.On the two previous flights, there had been problems with extending the flaps before landing, first in Paris and then in Valladolid, where the aircraft had to land with the flaps retracted.During the ground tests performed by the crew in Valladolid, the flaps extended and retracted normally, and so the captain decided to continue with the flights as scheduled.During the flight, the crew went over the abnormal procedures to be followed in case of a repeat failure of the flaps system.After taking off from Valladolid, the flaps were retracted normally and remained retracted during the cruise and descent phases until the initial approach to Barcelona, at which time they failed to extend to the 8-degree position when commanded, resulting in a ""flap fail"" warning on the EICAS (Engine Indication and Crew Alerting System). The copilot noted the discrepancy between the commanded 8Â° position on the flaps lever and the 0Â° indicated position. At that time they were below the clouds and under ATC radar control.In the zero-flaps configuration, the ILS approach speed, in accordance with the relevant procedure, had to be maintained above 180 kt. ATC cleared them for the runway 25R approach and informed of a moderate intensity crosswind of 14 kt from 320Â°.The aircraft descended until it touched down at an IAS of 172 kt, at which time the crew realized they had not lowered the landing gear. After a long slide on the runway, the aircraft stopped 240 m before the end of the runway.There was no fire, though high temperatures and kerosene leaks were detected. A firefighting vehicle that was on the tarmac immediately reported to the scene, and sprayed the part of the aircraft in contact with the ground with fire retardant foam. The aircraft, which was stranded in the middle of the runway, was evacuated using the two front doors 1L and 1R, and the 2R overwing exit. The emergency window on the left side was not opened.Two passengers were slightly bruised during the evacuation. The remaining occupants were not injured.CAUSES: ""It is considered that the omission to actuate the landing gear extension lever, before touchdown, was the direct cause of the accident. Consequently, a belly landing in a gear-up configuration followed.A contributing factor was the presence of certain technical anomalies in the operation of the flaps system which detracted from the attention of the crew.""",,Landing,Passenger - Scheduled,Valladolid Airport (VLL/LEVD),Barcelona-El Prat Airport (BCN/LEBL),,Barcelona Airport (BCN) -Spain,ARC,Abnormal Runway Contact,0.9,"The report describes a landing incident involving abnormal runway contact due to the aircraft touching down without the landing gear extended, resulting in a belly landing. This fits the definition of abnormal runway contact, which includes gear-up landings."
24 Jan 2007,Beechcraft 99A Airliner,N699CZ,Freight Runners Express,0,"Milwaukee-General Mitchell Airport, WI (MKE)","Freight Runners Express flight 1509, a Beech 99, landed at Milwaukee runway 25L after a flight from Stevens Point. The pilot advised the tower controller that he would be able to taxi off runway 25L at the A2 taxiway. The local controller instructed the Beech 99 to ""turn right alpha two and ah monitor ground point eight and taxi to the cargo ramp."" The Beech pilot reported that he slowed to taxi speed, turned off the strobes and landing light and deice equipment, turned onto taxiway A2 and reached for the radio to tune ground. He then heard a thump, and saw the no. 2 engine engulfed in flame. He reported that he thought he had an engine fire so he shut off the firewall shutoff valve. The fire continued to spread on the right side of the airplane, so he shut down the left engine and began to evacuate the airplane. Cargo blocked the cargo exit door and the fuselage emergency exit, so he egressed through the cockpit crew window.He then discovered that he had collided with a company Cessna 402, N7886Q. The Cessna had landed on runway 25R and had been cleared to taxi to the cargo ramp via taxiways G, B, and A.PROBABLE CAUSE: ""The failure of both pilots to adequately scan for and avoid other aircraft traffic during taxi operations, and the failure of Air Traffic Control to issue a traffic advisory to both of the pilots. A contributing factor to the accident was the night time light conditions.""",,Taxi,Cargo,"Stevens Point Airport, WI (STE/KSTE)","Milwaukee-General Mitchell Airport, WI (MKE/KMKE)",,"Milwaukee-General Mitchell Airport, WI (MKE) -United States of America",GCOL,Ground Collision,0.95,"The report describes a collision between two aircraft while taxiing on the ground, which fits the definition of a ground collision."
24 Jan 2007,Cessna 550 Citation II,N492AT,Air Trek,0,"Butler County/K. W. Scholter Field Airport, PA (BTP)","The purpose of the flight was to pick up a patient at Butler County (BTP) for a subsequent air ambulance transportation flight. The airplane was being flown by the copilot, who was seated in the left seat. At 08:59, the airplane was cleared for the ILS approach to runway 08, a 4,801 foot-long, 100 foot-wide, grooved, asphalt runway. The airplane was being manually flown by the copilot; who stated that the landing approach speed was 106 knots. She recalled being ""a little fast"" on the approach; however, she reduced the engine power to slow down. An eyewitness stated that the airplane appeared ""high and fast"" as it crossed over the runway threshold. The airplane touched down about halfway down the runway, and continued off the departure end. It then struck a wooden localizer antenna platform, and the airport perimeter fence, before crossing a road, and coming to rest about 400 feet from the end of the runway.The airport manager estimated that braking action was ""fair"" at the time of the accident, with about 1/4 to 1/2 of loose, ""fluffy"" snow on the runway.PROBABLE CAUSE: ""The copilot's failure to maintain the proper airspeed, and failure to obtain the proper touchdown point, and the pilot-in-command's inadequate supervision, which resulted in an overrun. Contributing to the accident was the PIC's failure to activate the speed brake upon touchdown and the snow contaminated runway.""",,Landing,Ambulance,"Winchester Municipal Airport, VA (WGO/KOKV)","Butler County/K. W. Scholter Field Airport, PA (BTP/KBTP)",,"Butler County/K. W. Scholter Field Airport, PA (BTP) -United States of America",RE,Runway Excursion,0.95,"The aircraft overran the runway during landing, continuing off the departure end and striking obstacles. The primary cause was the copilot's failure to maintain proper airspeed and touchdown point, leading to an overrun."
24 Jan 2007,Boeing 737-200,ST-SDA ?,"Air West, Co",0,N'Djamena Airport (NDJ),The plane was hijacked by the unidentified Sudanese man carrying an AK-47 rifle 30 minutes after takeoff. He demanded to be flown to Chad. He surrendered after landing at N'Djamena and requested asylum from the French embassy.,,En route,Passenger - Scheduled,Khartoum-Civil Airport (KRT/HSSS),El Fasher Airport (ELF/HSFS),,N'Djamena Airport (NDJ) -Chad,SEC,Security Related,1.0,"The report describes an occurrence involving unlawful interference, specifically a hijacking incident."
25 Jan 2007,Beechcraft 1900D,F-HALS,Alsair,0,St. Moritz-Samedan Airport (SMV),"On approach to Samedan Airport (SMV), the crew did not obtain three greens. The nosegear did not appear locked down. After a go around it was established from another aircraft that the nosegear was down. A normal approach was then carried out. Upon landing the nosegear retracted and the pilot lost directional control of the airplane. It turned left, departed the runway and collided with a snow bank.The landing gear was probably damaged by a foreign object upon retraction after takeoff from Paris. Maintenance was accomplished on the landing gear during the 50-hours inspection prior to the accident flight. A tool was possibly left inside the landing gear bay.CAUSES: The accident was due to the fact that after touchdown the nose landing gear retracted due to damage and thereby control of the airplane was lost, whereupon it collided with obstacles.",,Landing,Passenger - Scheduled,Paris-Le Bourget Airport (LBG/LFPB),St. Moritz-Samedan Airport (SMV/LSZS),,St. Moritz-Samedan Airport (SMV) -Switzerland,RE,Runway Excursion,0.95,"The aircraft departed the runway surface during landing due to the nosegear retracting, resulting in a loss of control and collision with a snow bank."
