Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
9 Jan 2001,Boeing 727-287,CP-2323,Lloyd Aéreo Boliviano - LAB,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",The left main gear failed as the aircraft taxied onto runway 11 for departure. The aircraft was evacuated.Investigation revealed that the forward trunnion bearing support fitting broke due to intergranular corrosion.,,Taxi,Passenger - Scheduled,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE/SAEZ)",Santa Cruz-Viru Viru International Airport (VVI/SLVR),,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE) -Argentina",SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,The failure of the left main gear due to intergranular corrosion indicates a malfunction of an aircraft system or component other than the powerplant.
11 Jan 2001,IRMA/Britten-Norman BN-2A-21 Islander,PT-KNE,LASA Engenharia e Prospecções,3,"near Parnamirim, BA","The aircraft departed Parnamirim dos Crioulos on an aerial survey flight. After approximately 15 minutes flying over the region, it ran into adverse weather conditions and crashed into a mountain at an elevation of about 4,600 feet.",,En route,Survey,"Parnamirim, BA (SNBZ)",,,"near Parnamirim, BA -Brazil",CFIT,Controlled Flight Into Terrain,0.95,"The aircraft crashed into a mountain during flight without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
11 Jan 2001,de Havilland Canada DHC-6 Twin Otter 300,N824ED,Earth Data Aviation,0,"near Fort Worth-Meacham Field, TX (FTW)","Twin Otter N824ED departed Alexandria at 13:15 for an IFR flight to Meacham. The flight was cleared for the ILS 34R approach and as the airplane was approaching the point of glide slope intercept, the right engine surged and quit, followed by the left engine. The airplane was vectored toward the Sycamore Airstrip; however, the pilot realized that the flight could not make the airport. The pilot performed a forced landing to a field. During the landing roll, the airplane crossed a road, and the right wing struck a tree. Subsequently, the nose landing gear separated when it struck a dirt berm, and the airplane came to a stop upright. The aircraft is possibly damaged beyond repair.PROBABLE CAUSE: ""The loss of power to both engines for undetermined reasons during approach.  Contributing factors were the pilot's failure to properly position the fuel selector in accordance with the landing checklist and the lack of suitable terrain for the forced landing.""",,Approach,Executive,"Alexandria-Esler Field, LA (ESF/KESF)","Fort Worth-Meacham Field, TX (FTW/KFTW)",,"near Fort Worth-Meacham Field, TX (FTW) -United States of America",FUEL,Fuel Related,0.9,"The report indicates a loss of power to both engines during approach, which is consistent with fuel-related issues. The probable cause mentions the pilot's failure to properly position the fuel selector, further supporting this classification."
14 Jan 2001,Learjet 60,N1DC,Ark-Air Flight Inc.,0,"Troy Municipal Airport, AL (TOI)","The airplane collided with two deer shortly after touchdown at Troy Municipal Airport, AL (TOI). Following the collision, the airplane continued down the runway with the tires smoking, veered off the right side of the runway near the end, crossed a taxiway, impacted into a ditch and burst into flames. After the accident, the captain and first officer both reported that the thrust reversers failed to operate after they were deployed during the landing.Examination of the landing gear found all three gear collapsed. The right and left main tires had areas of rubber that were worn completely through. The flaps were found extended, and both thrust reversers were found in the stowed position. Examination of the cockpit found the throttles in the idle position, and the thrust reverser levers in the stowed position.Aircraft performance calculations indicate that the airplane traveled 1,500 feet down the runway after touchdown, in 4.2 seconds, before striking the deer. The calculations also indicate that the airplane landed with a ground speed of 124 knots. At 124 knots and maximum braking applied, the airplane should have come to a complete stop in about 850 feet. However, investigation of the accident site and surrounding area revealed heavy black skid marks beginning at the first taxiway turnoff about 1,500 feet down the 5,010 foot runway. The skid marks continued for about 2,500 feet, departed the right side of the runway and proceeded an additional 500 feet over grass and dirt.The investigation revealed that deer fur was found lodged in the squat switch on the left main landing gear, likely rendering the squat switch inoperative after the impact with the deer, and prior to the airplaneÂs loss of control on the runway. Since a valid signal from the squat switch is required for thrust reverser deployment, the loss of this signal forced the thrust reversers to stow. At this point, the electronic engine control (EEC) likely switched to the forward thrust schedule and engine power increased to near takeoff power, which led to the airplane to continue down the runway, and off of it.PROBABLE CAUSE: ""On ground collision with deer during landing roll, and the inadvertent thrust reverser stowage caused by the damage to the landing gear squat switch by the collision, and subsequent application of forward thrust during rollout.""",,Landing,Executive,"Dallas-Love Field, TX (DAL/KDAL)","Troy Municipal Airport, AL (TOI/KTOI)",,"Troy Municipal Airport, AL (TOI) -United States of America",RI-A,Runway Incursion - Animal,0.95,"The report describes a collision with deer on the runway during the landing roll, which fits the definition of a runway incursion involving animals."
15 Jan 2001,de Havilland Canada DHC-8-311Q Dash 8,B-15235,UNI Air,0,Kinmen-Shang-Yi Airport (KNH/RCBS),"UNI Air flight B7695, a de Havilland DHC-8-300, B-15235, suffered an extremely heavy landing at Kinmen Airport. The aircraft suffered very substantial damage to the underside, tail, wingtip, engines, frame, and landing gear components. Nobody was injured. The accident was attributed to poor crew handling of unstable airflow on final approach.On January 15, 2001, Uni Air flight B7695, a DASH-8-300 aircraft with national markings and registration number B-15235, took off from Tainan Airport at 10:35 AM, carrying passengers. It landed at 11:13 AM on Runway 06 at Kinmen Shangyi Airport. Upon landing, the aircraft suffered damage to its left and right landing gear, and the rear section of the belly panel was worn through on the runway. It came to rest approximately 3,380 feet from the runway threshold. On board were two pilots, two cabin crew members, and 23 passengers.According to the company's dispatch schedule, the pilots were scheduled to fly a total of six missions that day. The accident occurred on their second flight of the day. On the previous day, they had flown four round-trip missions between Kaohsiung and Magong.At 10:35, the pilots took off from Tainan Airport for Kinmen, with the first pilot in command. The first pilot explained that they had also been in command of the first flight of the day, from Kaohsiung to Kinmen. While approaching for landing, they experienced unstable airflow, but the landing went smoothly, indicating they were familiar with Kinmen's weather conditions.At 11:02, the aircraft began descending on route W-6. At 11:07, the area control center cleared the aircraft for a ""NDB/DME Bravo approach to Runway 06 at Kinmen Shangyi Airport."" At 11:09, the pilot reported a visual airport and requested a visual approach, which was subsequently cleared by the area control center.At 11:09, Kinmen Shangyi Airport Control Tower (hereinafter referred to as the control tower) took over the aircraft. At that time, the aircraft reported a position of 8 nautical miles southeast of the airport. The control tower issued a landing clearance and provided the following information: ""Use runway 06, altimeter setting 1030 hPa, wind direction 040 degrees, wind speed 15 knots per hour, maximum wind speed 21 knots per hour, clearance to land.""The Flight Data Recorder (FDR) data showed that the aircraft's final approach speed averaged approximately 114 knots with flaps 15 degrees. The aircraft was at an altitude of 310 feet and a heading of 060 degrees when turning onto the final leg of the airport's route. The FDR stopped recording at 11:13:55.The pilot stated that the aircraft was at an altitude of approximately 50 feet as it passed the runway clearance area. When it dropped to approximately 30 to 20 feet, it suddenly began to sink rapidly. Just as he was about to raise the stick and apply throttle, he felt the aircraft touch down.The cabin crew reported that as the aircraft taxied on the runway, smoke billowed from the rear cabin floor. The C3 cabin crew and passengers left their seats and moved forward before the aircraft stopped. The L1 cabin crew pressed the intercom button to call the pilot, but received no response. After the aircraft stopped, the cabin filled with smoke, and most passengers moved toward the L1 passenger door. After opening the L1 passenger door and the R2 central emergency exit door, passengers began evacuating the cabin.According to the tower recording, at 11:14, the aircraft reported to the tower, ""I'm shutting down on the runway now, thank you."" When the tower controller asked if there was any problem, the aircraft replied, ""My tire might be punctured."" The tower controller immediately notified Kinmen Airport's flight crew to investigate. Following the notification from the flight crew, the airport fire department dispatched a fire truck to the scene.Measurements of ground marks, detached components, and video footage from the accident indicate that the aircraft, along with its nose wheel, two main wheels, and belly, struck the ground approximately 200 feet from the runway threshold on Runway 06. The aircraft bounced off, with the right wheel door falling off. The aircraft touched down again at 1,300 feet, then dragged its rear fuselage belly-on to a stop at 3,380 feet.Probable Cause:The most likely cause of the Accident involving UNI Air flight B7695 was determined to be the crewâs inability to prevent the aircraft from contacting the runway in an unsafe manor by not being able to correct the effect of unstable airflow on final.Investigation Results Related to Possible Causes1. After descending through an altitude of 250 feet, B7695 encountered unstable airflow three times, causing the descent rate to vary by more than 500 feet per minute. Five seconds before landing, it encountered downdraft again. Approximately two seconds before landing, the pilot applied elevator control, but due to insufficient altitude to correct the error, the aircraft landed at a descent rate of 28 feet per second, resulting in a hard landing that damaged both the left and right landing gear and caused the aircraft to drag on its belly.2. The B7 695 pilot was insufficiently alert to the situation and failed to respond promptly when encountering unstable airflow.Risk-Related Findings1. UNI Air had no records of wind shear training for pilots other than simulator training. Low-altitude gust training for Runway 06 at Kinmen Airport was not included in special airport training, resulting in pilots not being familiar with handling unstable airflow.2. During approach, the pilot failed to inform the non-pilot pilots of the procedures and precautions for encountering unstable airflow, failing to effectively utilize all available resources.3. The original DASH8 manufacturer's (de HAVILLAND) Operating Data Manual and Flight Manual do not include operating procedures and techniques for wind shear.4. UNI Air's flight operations manual did not specify a ""standard call"" procedure for handling wind shear, resulting in the pilot not using the standard call procedure for wind shear.5. The pilot and cabin crew were insufficiently alert to the presence of smoke in the cabin and failed to declare and execute emergency evacuation procedures. The pilot also failed to notify the control tower of the presence of heavy smoke in the cabin, hindering the airport's emergency response timeline.6. The co-pilot failed to use emergency means to open the cockpit door when it became stuck, thus delaying the time limit for emergency exit from the cockpit.7. When heavy smoke formed in the cabin, the cabin crew failed to press the ""Emergency Call"" button to call the flight crew as required. The flight crew also failed to respond to the cabin crew's call, preventing them from promptly identifying the cabin emergency and addressing the situation.8. The DASH 8-300 aircraft cabin is not equipped with smoke masks, and civil aviation regulations do not specify the number and placement of smoke masks, which affects the cabin crew's ability to respond to smoke in the cabin.9. The cabin crew failed to follow procedures to locate the source of the smoke and failed to obtain a fire extinguisher. This was not in compliance with the company's ""Service Department Work Instructions,"" resulting in a lapse in safety measures.10. UNI Air failed to conduct coordinated emergency evacuation training for pilots and cabin crew. The communication and cooperation between the pilots and cabin crew during this incident were not at a familiar level.11. The competent authority lacks dedicated cabin safety inspectors to conduct cabin safety audits, and flight operations inspectors are tasked with doing so concurrently, resulting in inadequate cabin safety supervision.12. The operating procedures for the closed-circuit television (CCTV) monitors at Kinmen Airport Control Station are not included in the station's ""Operations Manual,"" making it easy for errors to occur.13. Kinmen Airport's control tower controllers were unable to see the Runway 06 landing zone from their workstations, and were using closed-circuit television to monitor aircraft movements in the area. However, this information was not announced in the Taipei Flight Information Region Flight Guide, leaving operators unaware of the situation.14. Within the control area of ââKinmen Shangyi Airport, 13 obstacles exceeded the restricted height, and three structures were located within the restricted construction zone. Uncovered trenches existed within the runway and taxiway areas, which did not comply with the ""Civil Aviation Airport Civil Facilities Design Standard Specifications."" The Civil Aviation Administration's relevant business units failed to communicate and coordinate effectively, resulting in the failure to disclose flight-related information in accordance with relevant regulations, posing a potential threat to flight safety.15. The Civil Aeronautics Administration failed to identify certain information in the ""Taipei Flight Information Region Flight Guide,"" such as information on loading and unloading services at Kinmen Shangyi Airport, which was inconsistent with current conditions. This suggests a lack of effective oversight mechanisms.16. Kinmen Shangyi Airport's perimeter and barrier facilities are incomplete, allowing for repeated intrusions by people and animals, posing a threat to flight safety.17. The height of the obstacle surrounding the wind direction and anemometer at the runway head of Kinmen Shangyi Airport (Shangyi Airport) 06 does not meet ICAO clearance standards, resulting in measurement errors. The failure to establish an effective mechanism for communication and feedback from weather data users prevented early detection of the measurement errors.Other Survey Findings1. The pilot held a valid license in accordance with current civil aviation regulations.2. Pilots must complete relevant training in accordance with current civil aviation regulations.3. The driver's work and rest were normal within 72 hours prior to the accident; there is no evidence that he was under the influence of physical, psychological, drugs, or alcohol at the time of the accident.4. The aircraft has implemented all airworthiness directives and is in airworthy condition.5. The aircraft's load and balance are within the limits.6. All damage to the aircraft structure was caused by external forces and overload.7. The pilot's response and flight operations from the moment the aircraft encountered downdraft again 5 seconds before landing to the moment of landing were normal.8. The competent authority, in approving a maintenance plan based on the aircraft manufacturer's maintenance requirements, failed to identify that the flight recorder system's periodic inspections did not comply with ICAO standards.9. The aircraft's flight recorder's power supply was cut off by the acceleration inertia switch during the accident, preventing the recording of important data required for the investigation and hampering the investigation.10. The DASH8 flight recorder does not record time parameters. While Coordinated Universal Time (UTC) can be inferred from parameters such as the synchronization character, VHF key, and radar time, the power outage in the ""Frame Counter"" caused some parameters to become distorted, resulting in errors in the recorded time parameters and affecting the investigation. This does not comply with Article 104 of the Civil Aviation Law and the standards of ICAO Annex 6.Recommendations:To UNI Air1. Strengthen pilot training on wind shear alertness and handling procedures, including wind shear recognition, judgment, standard calls, operating procedures, crew coordination, and task allocation.(ASR-02-02-001)2. Establish standard call-out procedures for wind shear conditions encountered during approach and landing.(ASR-02-02-002)3. Require pilots to strictly follow instructions; include special precautions when issuing approach/landing instructions in adverse weather conditions. (ASR-02-02-003)4. Strengthen pilot and cabin crew training on cabin smoke alertness and procedures. (ASR-02-02-004)5. Review emergency protocols, procedures, and training, including emergency communication between the cockpit and cabin, the use of cockpit emergency equipment, emergency exit procedures, pilot and cabin crew understanding of emergency evacuation, decision-making, timing of announcements, and execution procedures. (ASR-02-02-005)6. Develop procedures and standard call instructions to ensure pilots promptly provide relevant information to air traffic control personnel when encountering abnormal conditions such as tire blowouts, landing gear failure (or possible landing gear issues resulting in steering or braking difficulties), and cabin smoke, to facilitate subsequent handling. (ASR-02-02-006)To the Civil Aviation Administration of China, Ministry of Transportation and Communications1. Correct any non-compliant structures within Kinmen Shangyi Airport, including prohibited or restricted structures, super-high obstacles, uncovered trenches within runway and taxiway zones, and airport perimeter and barrier structures. Situations that cannot be corrected or have not yet been completed, as well as visual obstructions between the airport control tower and the runway, should be listed in the Taipei Flight Information Region Flight Guide.(ASR-02-02-007)2. Revise the inconsistencies in the Taipei Flight Information Region Flight Guide and establish effective mechanisms to prevent similar incidents. (ASR-02-02-008)3. Eliminate visual barriers between the control tower and the runway at Kinmen Shangyi Airport and develop standard operating procedures for the closed-circuit television surveillance system. (ASR-02-02-009)4. Re-examine the relevant operational procedures and protocols for the activation of the ""crash alarm"" by relevant units within Kinmen Shangyi Airport. (ASR-02-02-010)5. Re-examine the relevant laws and regulations and inspection procedures for cabin safety in the civil aviation industry and hire dedicated inspectors to conduct cabin safety inspections. (ASR-02-02-011)6. Improve the installation environment for the wind direction and anemometer at the runway head 06, in accordance with ICAO Document 8896. (ASR-02-02-012)7. Establish a maintenance plan review basis for periodic inspections of recorder systems, in accordance with Section 6.3 of Annex VI of the International Civil Aviation Organization and U.S. FAA Advisory Circular No. 20-141. (ASR-02-02-013)8. Evaluate the removal of regulations related to acceleration inertia switches. (ASR-02-02-014)9. Re-evaluate organization and management to enhance the capabilities and performance of relevant departments (units) in internal coordination and communication, oversight mechanisms, and the development and management of civil aviation regulations. (ASR-02-02-015)To aircraft manufacturers (de Havilland Canada)1. The DASH-8 aircraft operating manual specifies the aircraft's performance, characteristics, operating procedures, techniques, and optimal configuration settings when encountering or potentially encountering wind shear, as a guide for pilots to follow when encountering or potentially encountering wind shear. (ASR-02-02-016)",,Landing,Passenger - Scheduled,Tainan Airport (TNN/RCNN),Kinmen-Shang-Yi Airport (KNH/RCBS),,Kinmen-Shang-Yi Airport (KNH/RCBS) -Taiwan,ARC,Abnormal Runway Contact,0.95,"The report describes an extremely heavy landing resulting in substantial damage to the aircraft's underside, tail, wingtip, engines, frame, and landing gear components. This fits the description of abnormal runway or landing surface contact, including hard/heavy landings."
19 Jan 2001,IPTN/CASA CN-235M-100,097,Türk Hava Kuvvetleri (Turkish Air Force),3,Kayseri,,,Unknown,Military,,,,Kayseri -Türkiye,UNK,Unknown or Undetermined,0.9,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
22 Jan 2001,Boeing 727-2N8,,Yemenia Airways,0,Djibouti,An Iraqi man hijacked the flight some 15 minutes after takeoff. He was armed with a pen gun and claimed to have explosives in his briefcase. He demanded to be taken to Baghdad. The airplane diverted to Djibouti for refueling. There the flight crew overpowered the hijacker.,,En route,Passenger - Scheduled,Sana'a International Airport (SAH/ODSN),Taiz-Al Janad Airport (TAI/ODTZ),,Djibouti -Djibouti,SEC,Security Related,1.0,"The report describes an incident involving an armed hijacker who threatened the safety of the flight, which falls under unlawful interference and security threats."
23 Jan 2001,Let L-410UVP,9L-LCG,Eagle Aviation ?,0,12 km from Maiduguri,"The Let 410 departed Jos at 19:34 for a flight to Maiduguri. The crew had been told by air traffic control that visibility at Maiduguri was nine kilometers. During the flight they were informed that it had reduced to five kilometers. When they reached Maiduguri, however, visibility was around just 150 m, due to a dust storm. The aircraft crash-landed near the airport while on approach to runway 05. Nigerian Aviation Safety Initiative (NASI) officials said that irregular power supply and control of air field lighting may have been contributory factors to the crash.The operator is also been quoted as ""Air Eagle"".",,Approach,Passenger - Non-Scheduled/charter/Air Taxi,Jos Airport (JOS/DNJO),Maiduguri Airport (MIU/DNMA),,12 km from Maiduguri -Nigeria,WSTRW,Windshear or Thunderstorm,0.9,"The crash-landing occurred due to significantly reduced visibility caused by a dust storm, which is a weather-related occurrence affecting aircraft operations."
23 Jan 2001,Douglas C-47A-DL (DC-3C),N19454,Majestic Air Cargo,2,"Eider Point, AK","DC-3 N19454, owned by Southcentral Air but reportedly operating on a flight for Majestic Air Cargo, departed Unalaska Island for a cargo flight to Anchorage.The plane was carrying 2,350 pounds of fresh cod milt, or cod sperm, from Trident Seafoods. Somewhere between 8 pm and 11 pm a fisherman spotted the wreckage of the plane at the 1,500 foot level on Table Top Mountain near Eider Point, AK. Weather was poor in the area with heavy snowfall.The aircraft's construction number probably is 13863, although the FAA lists the plane as 25309.PROBABLE CAUSE: ""The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.""",,En route,Cargo,"Unalaska Airport, AK (DUT/PADU)","Anchorage International Airport, AK (ANC/PANC)",,"Eider Point, AK -United States of America",CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain during a climb to cruise flight, with contributing factors including poor weather conditions and crew impairment."
25 Jan 2001,Douglas C-47A-65-DL (DC-3C),YV-224C,Rutaca,24,Ciudad Bolívar,"The DC-3 was flying tourists back from Canaima to Porlamar and made a refueling stop at Ciudad BolÃ­var. Shortly after takeoff engine problems forced the pilot to return to Ciudad BolÃ­var. While trying to return, control was lost and the DC-3 crashed into the residential El PerÃº area, vÃ­a La piscina. The aircraft struck a large tree and burst into flames.",,En route,Passenger - Non-Scheduled/charter/Air Taxi,Ciudad BolÃ­var Airport (CBL/SVCB),Porlamar Airport (PMV/SVMG),,Ciudad BolÃ­var -Venezuela,LOC-I,Loss of Control - In Flight,0.9,"The report describes a loss of control while the aircraft was in flight, leading to a crash. This fits the definition of the LOC-I category."
